pixel_index,row,col,class
19123,10,73,3
25543,13,778,0
27267,14,597,8
54636,28,1296,10
57481,30,331,6
70548,37,63,6
70549,37,64,6
79206,41,1101,7
83187,43,1272,9
89707,47,172,4
100361,52,1301,10
124139,65,314,3
130283,68,743,11
135450,71,195,4
148793,78,203,4
172658,90,1208,12
173879,91,524,11
179595,94,525,11
195327,102,1017,3
196824,103,609,13
202579,106,649,1
217774,114,604,13
221581,116,601,13
221596,116,616,13
225390,118,600,13
226955,119,260,3
227987,119,1292,9
236778,124,558,8
247764,130,114,11
262280,137,1295,9
274591,144,271,14
282726,148,786,0
287601,150,1851,7
287918,151,263,14
296057,155,782,0
299342,157,257,14
306983,161,278,2
320745,168,705,11
322843,169,898,7
324128,170,278,2
326045,171,290,14
329834,173,269,2
332627,174,1157,4
335500,176,220,0
343175,180,275,2
346151,181,1346,10
350740,184,220,0
359312,188,1172,7
367946,193,281,2
383856,201,951,5
385783,202,973,5
386492,202,1682,9
388910,204,290,14
398174,209,29,8
400076,210,26,8
401022,210,972,5
402923,211,968,5
423243,222,333,1
438861,230,711,7
446933,234,1163,12
466032,244,1212,12
468472,245,1747,9
479513,251,1358,10
481233,252,1173,12
495431,260,131,3
546005,286,1175,8
553775,290,1325,1
567218,297,1433,10
574589,301,1184,1
583668,306,738,6
600861,315,786,6
605112,317,1227,1
614161,322,751,5
620104,325,979,4
650714,341,1109,12
