pixel_index,row,col,class
30276,118,68,13
30279,118,71,13
30280,118,72,13
30534,119,70,13
30790,120,70,13
30791,120,71,13
30793,120,73,13
30794,120,74,13
30795,120,75,13
35603,139,19,13
43585,170,65,13
44117,172,85,13
44374,173,86,13
44375,173,87,13
44630,174,86,13
44632,174,88,13
44885,175,85,13
44886,175,86,13
45935,179,111,13
45936,179,112,13
46170,180,90,13
46190,180,110,13
46191,180,111,13
46192,180,112,13
46195,180,115,13
46427,181,91,13
46449,181,113,13
46451,181,115,13
46707,182,115,13
46963,183,115,13
46968,183,120,13
47478,185,118,13
47481,185,121,13
47738,186,122,13
48476,189,92,13
73177,285,217,11
73948,288,220,11
74205,289,221,11
74206,289,222,11
74207,289,223,11
74461,290,221,11
74700,291,204,11
74718,291,222,11
74957,292,205,11
74974,292,222,11
75231,293,223,11
75470,294,206,11
75472,294,208,11
75473,294,209,11
76000,296,224,11
76255,297,223,11
76497,298,209,11
76756,299,212,11
76757,299,213,11
76769,299,225,11
77024,300,224,11
77268,301,212,11
77536,302,224,11
79607,310,247,11
79610,310,250,11
79861,311,245,11
79862,311,246,11
79868,311,252,11
80118,312,246,11
80120,312,248,11
80123,312,251,11
82411,321,235,11
82668,322,236,11
82669,322,237,11
85749,334,245,11
86007,335,247,11
86009,335,249,11
86265,336,249,11
86266,336,250,11
86776,338,248,11
95456,372,224,12
95461,372,229,12
95462,372,230,12
95464,372,232,12
95713,373,225,12
95716,373,228,12
95719,373,231,12
95735,373,247,12
95968,374,224,12
95972,374,228,12
95974,374,230,12
95975,374,231,12
95987,374,243,12
96225,375,225,12
96227,375,227,12
96230,375,230,12
96248,375,248,12
96488,376,232,12
96489,376,233,12
96739,377,227,12
96747,377,235,12
97002,378,234,12
97003,378,235,12
97004,378,236,12
97013,378,245,12
97247,379,223,12
97255,379,231,12
97257,379,233,12
97270,379,246,12
97272,379,248,12
97762,381,226,12
97764,381,228,12
97770,381,234,12
98019,382,227,12
98277,383,229,12
98533,384,229,12
100336,391,240,12
101097,394,233,12
101104,394,240,12
101355,395,235,12
114925,448,237,10
115184,449,240,10
115246,450,46,10
115247,450,47,10
115439,450,239,10
115503,451,47,10
115505,451,49,10
115696,451,240,10
115697,451,241,10
115760,452,48,10
115950,452,238,10
115953,452,241,10
116013,453,45,10
116016,453,48,10
116207,453,239,10
116209,453,241,10
116211,453,243,10
116468,454,244,10
116978,456,242,10
116981,456,245,10
117492,458,244,10
118259,461,243,10
118262,461,246,10
118327,462,55,10
118516,462,244,10
118585,463,57,10
119026,464,242,10
119029,464,245,10
119166,465,126,9
119167,465,127,9
119169,465,129,9
119171,465,131,9
119418,466,122,9
119423,466,127,9
119540,466,244,10
119609,467,57,10
119678,467,126,9
119681,467,129,9
119798,467,246,10
119864,468,56,10
120196,469,132,9
120304,469,240,10
120309,469,245,10
120444,470,124,9
120445,470,125,9
120447,470,127,9
120702,471,126,9
120705,471,129,9
120953,472,121,9
120956,472,124,9
121332,473,244,10
121843,475,243,10
122095,476,239,10
122352,477,240,10
122353,477,241,10
122607,478,239,10
123176,481,40,8
123690,483,42,8
124639,486,223,9
125223,489,39,8
125478,490,38,8
125661,490,221,9
125919,491,223,9
126172,492,220,9
126245,493,37,8
126685,494,221,9
126687,494,223,9
126940,495,220,9
126941,495,221,9
126943,495,223,9
126945,495,225,9
127197,496,221,9
127269,497,37,8
127455,497,223,9
127457,497,225,9
127458,497,226,9
127707,498,219,9
127712,498,224,9
127964,499,220,9
128220,500,220,9
128474,501,218,9
128987,503,219,9
128990,503,222,9
129244,504,220,9
129504,505,224,9
129761,506,225,9
131216,512,144,8
131726,514,142,8
132240,516,144,8
132492,517,140,8
133279,520,159,8
133538,521,162,8
134048,523,160,8
134049,523,161,8
134221,524,77,6
134731,526,75,6
134736,526,80,6
134987,527,75,6
135075,527,163,8
135077,527,165,8
135242,528,74,6
135246,528,78,6
135324,528,156,8
135325,528,157,8
135333,528,165,8
135499,529,75,6
135510,529,86,6
135580,529,156,8
135755,530,75,6
135763,530,83,6
135764,530,84,6
136017,531,81,6
136019,531,83,6
136273,532,81,6
136275,532,83,6
136276,532,84,6
136359,532,167,8
136610,533,162,8
136867,534,163,8
142029,554,205,8
142030,554,206,8
142279,555,199,8
142282,555,202,8
142386,556,50,6
142643,557,51,6
142646,557,54,6
142789,557,197,8
143042,558,194,8
143047,558,199,8
143051,558,203,8
143162,559,58,6
143164,559,60,6
143296,559,192,8
143301,559,197,8
143305,559,201,8
143412,560,52,6
143413,560,53,6
143421,560,61,6
143551,560,191,8
143806,561,190,8
143809,561,193,8
143924,562,52,6
143928,562,56,6
144180,563,52,6
144182,563,54,6
144316,563,188,8
144435,564,51,6
144569,564,185,8
144572,564,188,8
156215,610,55,0
156468,611,52,0
156469,611,53,0
156471,611,55,0
156727,612,55,0
156981,613,53,0
157240,614,56,0
157574,615,134,1
157749,616,53,0
157831,616,135,1
157832,616,136,1
158008,617,56,0
158010,617,58,0
158086,617,134,1
158087,617,135,1
158090,617,138,1
159126,621,150,13
159127,621,151,13
159130,621,154,13
159375,622,143,13
159381,622,149,13
162939,636,123,1
163193,637,121,1
163194,637,122,1
163195,637,123,1
163448,638,120,1
163451,638,123,1
163702,639,118,1
163703,639,119,1
163705,639,121,1
163958,640,118,1
163959,640,119,1
164213,641,117,1
164214,641,118,1
164215,641,119,1
164308,641,212,1
164563,642,211,1
164725,643,117,1
164819,643,211,1
164981,644,117,1
165041,644,177,6
165236,645,116,1
165331,645,211,1
165332,645,212,1
165553,646,177,6
165588,646,212,1
165590,646,214,1
165591,646,215,1
165845,647,213,1
165846,647,214,1
166322,649,178,6
166358,649,214,1
166615,650,215,1
166617,650,217,1
166833,651,177,6
166873,651,217,1
166874,651,218,1
167089,652,177,6
167129,652,217,1
167130,652,218,1
167341,653,173,6
167598,654,174,6
