pixel_index,row,col,class
9614,5,89,8
12201,6,771,0
15139,7,1804,1
15264,8,24,6
16588,8,1348,8
17221,9,76,3
17914,9,769,0
18492,9,1347,8
19126,10,76,3
19820,10,770,0
20978,11,23,6
23639,12,779,0
23650,12,790,0
24125,12,1265,9
24127,12,1267,9
24407,12,1547,6
24841,13,76,3
25546,13,781,0
28422,14,1752,8
30190,15,1615,6
30272,15,1697,10
34174,17,1789,3
34894,18,604,8
35052,18,762,1
35075,18,785,0
36802,19,607,8
36982,19,787,0
39480,20,1380,8
39889,20,1789,3
39897,20,1797,3
41296,21,1291,10
41792,21,1787,3
42071,22,161,8
43289,22,1379,8
48408,25,783,1
48892,25,1267,9
49156,25,1531,6
49690,26,160,8
50081,26,551,1
50154,26,624,8
51759,27,324,6
52060,27,625,8
53860,28,520,11
53892,28,552,1
54262,28,922,8
54912,28,1572,6
55801,29,556,1
56109,29,864,7
57307,30,157,8
57704,30,554,1
57707,30,557,1
58407,30,1257,9
58721,30,1571,6
58779,30,1629,6
61115,32,155,8
67482,35,807,3
69387,36,807,3
72919,38,529,11
72922,38,532,11
75555,39,1260,9
75557,39,1262,9
75592,39,1297,10
75625,39,1330,7
78143,41,38,6
78647,41,542,1
79207,41,1102,7
81110,42,1100,7
81636,42,1626,3
85092,44,1272,9
85447,44,1627,3
86478,45,753,11
87801,46,171,4
88384,46,754,11
93397,49,52,6
93515,49,170,4
94154,49,809,3
94910,49,1565,6
95222,49,1877,6
97141,50,1891,8
97326,51,171,4
98269,51,1114,5
98457,51,1302,10
99239,52,179,4
101144,53,179,4
102080,53,1115,5
103051,54,181,4
103987,54,1117,5
104948,55,173,4
110681,58,191,4
114423,60,123,6
114425,60,125,6
114494,60,194,4
116393,61,188,4
116397,61,192,4
116401,61,196,4
117945,61,1740,7
118304,62,194,4
119233,62,1123,5
119850,62,1740,7
120217,63,202,4
124010,65,185,4
125101,65,1276,9
125104,65,1279,9
125138,65,1313,10
125930,66,200,4
125940,66,210,4
126177,66,447,3
127008,66,1278,9
127823,67,188,4
127839,67,204,4
130599,68,1059,3
133547,70,197,4
133548,70,198,4
134087,70,737,11
135454,71,199,4
135491,71,236,7
136533,71,1278,9
136569,71,1314,10
137357,72,197,4
137360,72,200,4
137397,72,237,7
139798,73,733,11
139800,73,735,11
139802,73,737,11
140074,73,1009,3
141167,74,197,4
143082,75,207,4
146891,77,206,4
151213,79,718,8
153786,80,1386,7
159432,83,1317,10
159433,83,1318,10
161405,84,1385,7
163207,85,1282,9
166694,87,959,3
168959,88,1319,10
171974,90,524,11
172658,90,1208,12
173611,91,256,7
174323,91,968,3
175792,92,532,11
176469,92,1209,12
176533,92,1273,9
176707,92,1447,7
180086,94,1016,3
180277,94,1207,12
180282,94,1212,12
180284,94,1214,12
181335,95,360,7
181407,95,432,8
181420,95,445,8
182418,95,1443,7
182451,95,1476,7
183323,96,443,8
183325,96,445,8
183410,96,530,11
184425,96,1545,9
184727,96,1847,8
185336,97,551,3
185990,97,1205,12
186331,97,1546,9
187705,98,1015,3
187871,98,1181,3
187894,98,1204,12
189199,99,604,13
189200,99,605,13
189611,99,1016,3
189613,99,1018,3
190143,99,1548,9
191109,100,609,13
191814,100,1314,10
192045,100,1545,9
193006,101,601,13
193015,101,610,13
194913,102,603,13
194915,102,605,13
196818,103,603,13
196828,103,613,13
196830,103,615,13
200632,105,607,13
200637,105,612,13
201717,105,1692,7
201720,105,1695,7
202529,106,599,13
202537,106,607,13
202553,106,623,13
203626,106,1696,7
204444,107,609,13
204447,107,612,13
204451,107,616,13
204453,107,618,13
204454,107,619,13
204458,107,623,13
204459,107,624,13
204485,107,650,1
205916,108,176,0
206344,108,604,13
208247,109,602,13
208265,109,620,13
208303,109,658,0
210150,110,600,13
210151,110,601,13
210152,110,602,13
210172,110,622,13
212057,111,602,13
212060,111,605,13
212779,111,1324,10
215440,113,175,0
215863,113,598,13
215869,113,604,13
215870,113,605,13
215875,113,610,13
215885,113,620,13
216556,113,1291,9
217772,114,602,13
217777,114,607,13
217781,114,611,13
217782,114,612,13
217783,114,613,13
219674,115,599,13
219679,115,604,13
219690,115,615,13
220361,115,1286,9
221152,116,172,0
221576,116,596,13
221580,116,600,13
221586,116,606,13
221590,116,610,13
221593,116,613,13
221596,116,616,13
222550,116,1570,9
223137,117,252,3
223495,117,610,13
224455,117,1570,9
225392,118,602,13
225396,118,606,13
225401,118,611,13
225402,118,612,13
227297,119,602,13
227299,119,604,13
227311,119,616,13
228117,119,1422,7
228233,119,1538,12
229251,120,651,0
231797,121,1292,9
231927,121,1422,7
232080,121,1575,9
232082,121,1577,9
233027,122,617,13
233028,122,618,13
233059,122,649,0
233060,122,650,0
233832,122,1422,7
234424,123,109,11
234434,123,119,11
236333,124,113,11
236867,124,647,0
237801,124,1581,9
238234,125,109,11
242046,127,111,11
245770,129,25,3
245855,129,110,11
246390,129,645,0
247678,130,28,3
247760,130,110,11
253390,133,25,3
255295,134,25,3
255509,134,239,11
255916,134,646,0
261229,137,244,11
264563,138,1673,7
265110,139,315,3
267016,140,316,3
268317,140,1617,9
274589,144,269,14
276493,145,268,14
278142,146,12,6
278400,146,270,14
278404,146,274,14
278911,146,781,0
278925,146,795,0
280818,147,783,0
280830,147,795,0
281093,147,1058,4
281747,147,1712,7
282732,148,792,0
282990,148,1050,4
284107,149,262,14
284110,149,265,14
284112,149,267,14
284626,149,781,0
284628,149,783,0
285145,149,1300,9
285330,149,1485,7
286013,150,263,14
286015,150,265,14
286019,150,269,14
286026,150,276,14
286543,150,793,0
286883,150,1133,7
287600,150,1850,7
287913,151,258,14
287914,151,259,14
288440,151,785,0
288441,151,786,0
289143,151,1488,7
289813,152,253,14
289817,152,257,14
289838,152,278,14
290348,152,788,0
290593,152,1033,3
291719,153,254,14
292253,153,788,0
292257,153,792,0
293316,153,1851,7
293631,154,261,14
293641,154,271,2
293649,154,279,14
294211,154,841,11
294402,154,1032,3
295534,155,259,14
295546,155,271,2
296119,155,844,11
296297,155,1022,3
297436,156,256,14
297454,156,274,2
297455,156,275,2
297461,156,281,14
297971,156,791,0
298029,156,849,11
299350,157,265,2
300018,157,933,7
301245,158,255,14
301257,158,267,2
301274,158,284,14
303148,159,253,14
303162,159,267,2
303166,159,271,2
303171,159,276,2
303401,159,506,7
303829,159,934,7
303915,159,1020,3
305060,160,260,2
306966,161,261,2
306975,161,270,2
306990,161,285,14
308548,161,1843,7
308868,162,258,2
308873,162,263,2
308876,162,266,2
308888,162,278,2
310769,163,254,14
312358,163,1843,7
312675,164,255,14
312684,164,264,2
312689,164,269,2
312707,164,287,14
313422,164,1002,7
314600,165,275,2
314605,165,280,2
316484,166,254,14
317077,166,847,11
318181,167,46,1
318400,167,265,2
318408,167,273,2
318534,167,399,0
318843,167,708,11
318979,167,844,11
320051,168,11,6
320328,168,288,14
321993,169,48,1
322220,169,275,2
322235,169,290,14
324128,170,278,2
324141,170,291,14
326012,171,257,14
326030,171,275,2
326039,171,284,2
326781,171,1026,5
326784,171,1029,5
328688,172,1028,5
328689,172,1029,5
328690,172,1030,5
328806,172,1146,4
328814,172,1154,4
328817,172,1157,4
328917,172,1257,11
329618,173,53,8
329835,173,270,2
329845,173,280,2
330600,173,1035,0
331295,173,1730,6
331748,174,278,2
331749,174,279,2
331751,174,281,2
331763,174,293,14
332495,174,1025,5
333658,175,283,2
334105,175,730,11
334395,175,1020,0
334401,175,1026,5
334532,175,1157,4
335500,176,220,0
335559,176,279,2
336008,176,728,11
336014,176,734,11
336309,176,1029,5
336824,176,1544,10
336925,176,1645,9
337398,177,213,0
337455,177,270,2
337464,177,279,2
338338,177,1153,4
339354,178,264,14
339385,178,295,14
340630,178,1540,10
341259,179,264,14
341267,179,272,2
341280,179,285,2
341284,179,289,2
341285,179,290,2
342029,179,1034,0
342645,179,1650,9
343112,180,212,0
343164,180,264,14
343172,180,272,2
344244,180,1344,10
344441,180,1541,10
344646,180,1746,6
345080,181,275,2
346460,181,1655,9
346461,181,1656,9
346756,182,46,8
346758,182,48,8
346991,182,281,2
347006,182,296,14
347009,182,299,14
349509,183,894,7
350568,184,48,8
350802,184,282,2
354605,186,275,2
354622,186,292,2
354791,186,461,1
355314,186,984,3
355676,186,1346,10
356504,187,269,14
356511,187,276,2
356513,187,278,2
356528,187,293,2
357409,187,1174,7
358418,188,278,2
358423,188,283,2
359450,188,1310,9
359701,188,1561,0
360320,189,275,2
360327,189,282,2
360328,189,283,2
362238,190,288,2
362307,190,357,1
363123,190,1173,7
364142,191,287,2
364156,191,301,14
364810,191,955,5
365423,191,1568,1
365424,191,1569,1
365425,191,1570,1
365476,191,1621,3
366045,192,285,2
366714,192,954,5
366715,192,955,5
367943,193,278,2
367949,193,284,2
367951,193,286,2
368369,193,704,11
369194,193,1529,10
369233,193,1568,1
369577,194,7,8
369774,194,204,0
369842,194,272,14
369863,194,293,14
370272,194,702,11
371189,194,1619,3
371485,195,10,8
371761,195,286,2
371767,195,292,14
371777,195,302,14
372724,195,1249,11
372731,195,1256,11
373002,195,1527,10
373674,196,294,14
374331,196,951,5
374334,196,954,5
374352,196,972,5
374936,196,1556,0
375483,197,198,0
375574,197,289,14
375581,197,296,14
376240,197,955,5
376241,197,956,5
376256,197,971,5
376810,197,1525,10
378147,198,957,5
378166,198,976,5
378447,198,1257,11
378873,198,1683,9
