pixel_index,row,col,class
11,0,11,2
71,0,71,14
76,0,76,14
91,0,91,14
147,1,2,2
218,1,73,14
237,1,92,14
378,2,88,14
393,2,103,10
507,3,72,14
517,3,82,14
592,4,12,2
697,4,117,10
906,6,36,11
952,6,82,14
1035,7,20,2
1089,7,74,14
1094,7,79,14
1103,7,88,14
1168,8,8,2
1252,8,92,14
1331,9,26,4
1397,9,92,14
1493,10,43,11
1532,10,82,14
1555,10,105,10
1678,11,83,14
1778,12,38,11
1945,13,60,11
1973,13,88,14
2009,13,124,13
2072,14,42,11
2078,14,48,15
2124,14,94,14
2226,15,51,15
2497,17,32,14
2515,17,50,15
2516,17,51,15
2654,18,44,15
2658,18,48,15
2660,18,50,15
2675,18,65,11
2794,19,39,11
2796,19,41,11
2825,19,70,11
2881,19,126,13
2922,20,22,1
2940,20,40,11
2944,20,44,15
2945,20,45,15
2948,20,48,15
2970,20,70,11
3052,21,7,1
3063,21,18,1
3088,21,43,15
3090,21,45,15
3095,21,50,15
3201,22,11,1
3228,22,38,11
3242,22,52,11
3368,23,33,14
3377,23,42,15
3378,23,43,15
3381,23,46,15
3528,24,48,15
3641,25,16,1
3672,25,47,15
3673,25,48,15
3675,25,50,15
3690,25,65,11
3788,26,18,1
4307,29,102,13
4359,30,9,2
4466,30,116,13
4517,31,22,2
4534,31,39,1
4582,31,87,9
4662,32,22,2
4682,32,42,1
4793,33,8,3
4953,34,23,2
5078,35,3,3
5083,35,8,3
5088,35,13,3
5194,35,119,13
5202,35,127,7
5226,36,6,3
5327,36,107,13
5398,37,33,1
5665,39,10,3
5666,39,11,3
5668,39,13,3
5670,39,15,3
5685,39,30,1
5786,39,131,7
5839,40,39,1
5890,40,90,9
5929,40,129,7
5960,41,15,3
6005,41,60,1
6011,41,66,1
6048,41,103,1
6104,42,14,3
6123,42,33,1
6180,42,90,9
6207,42,117,10
6215,42,125,7
6220,42,130,7
6242,43,7,3
6313,43,78,9
6367,43,132,7
6407,44,27,5
6465,44,85,9
6512,44,132,7
6535,45,10,3
6648,45,123,7
6659,45,134,7
6680,46,10,3
6693,46,23,3
6735,46,65,1
6802,46,132,7
