pixel_index,row,col,class
938,2,138,6
2073,5,73,0
2454,6,54,0
2737,6,337,3
3047,7,247,7
3199,7,399,3
4661,11,261,3
6601,16,201,6
7833,19,233,8
8104,20,104,7
8904,22,104,7
10225,25,225,6
10641,26,241,8
11307,28,107,7
12337,30,337,3
12636,31,236,8
13188,32,388,3
13894,34,294,3
14635,36,235,8
15305,38,105,7
15438,38,238,8
17111,42,311,3
18241,45,241,8
21570,53,370,3
22957,57,157,6
23032,57,232,8
23310,58,110,8
24237,60,237,8
25705,64,105,7
26640,66,240,8
27058,67,258,3
27911,69,311,3
28998,72,198,6
29045,72,245,7
29852,74,252,0
30636,76,236,8
31437,78,237,8
31640,79,40,3
31832,79,232,8
31874,79,274,0
32755,81,355,3
33770,84,170,6
34606,86,206,6
35836,89,236,8
39942,99,342,0
40758,101,358,0
41491,103,291,0
42479,106,79,3
43834,109,234,8
44148,110,148,6
44391,110,391,0
45838,114,238,8
46611,116,211,6
46785,116,385,0
47673,119,73,3
49424,123,224,6
50376,125,376,0
50431,126,31,3
51035,127,235,8
51872,129,272,0
51898,129,298,0
52346,130,346,0
52720,131,320,0
53280,133,80,3
53844,134,244,7
54031,135,31,3
54450,136,50,3
54562,136,162,6
54692,136,292,0
55115,137,315,0
55938,139,338,0
56609,141,209,6
56815,142,15,2
56817,142,17,2
56823,142,23,2
57201,143,1,2
57219,143,19,2
57630,144,30,2
57707,144,107,8
58004,145,4,2
58320,145,320,0
58449,146,49,2
58467,146,67,2
58818,147,18,2
58825,147,25,2
59254,148,54,2
59286,148,86,2
59626,149,26,2
59632,149,32,2
59633,149,33,2
59660,149,60,2
60033,150,33,2
60035,150,35,2
60073,150,73,2
60240,150,240,8
60445,151,45,2
60459,151,59,2
60812,152,12,2
60845,152,45,2
60877,152,77,2
61256,153,56,2
61279,153,79,2
61610,154,10,2
61619,154,19,2
61662,154,62,2
62049,155,49,2
62066,155,66,2
62461,156,61,2
62488,156,88,2
62572,156,172,6
62629,156,229,6
63145,157,345,0
63241,158,41,2
63316,158,116,6
63441,158,241,8
63662,159,62,2
63939,159,339,0
64413,161,13,2
64473,161,73,2
64848,162,48,2
65233,163,33,2
65249,163,49,2
65424,163,224,6
65680,164,80,2
65792,164,192,6
66071,165,71,2
66076,165,76,2
66427,166,27,2
66647,166,247,7
66818,167,18,2
66864,167,64,2
66881,167,81,2
67304,168,104,8
67609,169,9,2
67672,169,72,2
67699,169,99,7
68404,171,4,2
68475,171,75,2
68479,171,79,2
68835,172,35,2
68868,172,68,2
68903,172,103,8
68938,172,138,6
69240,173,40,2
69270,173,70,2
70081,175,81,2
70358,175,358,3
71047,177,247,7
71253,178,53,2
71283,178,83,2
71478,178,278,4
71699,179,99,7
71856,179,256,4
71896,179,296,4
72264,180,264,4
72295,180,295,4
72297,180,297,4
72432,181,32,1
72669,181,269,4
72681,181,281,4
72827,182,27,1
73471,183,271,4
73494,183,294,4
73676,184,76,1
73876,184,276,4
73881,184,281,4
74312,185,312,4
74421,186,21,1
74439,186,39,1
74692,186,292,4
74695,186,295,4
74699,186,299,4
74848,187,48,1
74868,187,68,1
74884,187,84,1
75057,187,257,4
75078,187,278,4
75218,188,18,1
75507,188,307,4
75595,188,395,3
75633,189,33,1
