pixel_index,row,col,class
14,0,14,2
17,0,17,2
71,0,71,14
80,0,80,14
93,0,93,14
97,0,97,10
116,0,116,10
159,1,14,2
216,1,71,14
220,1,75,14
223,1,78,14
226,1,81,14
230,1,85,14
312,2,22,2
374,2,84,14
378,2,88,14
380,2,90,14
467,3,32,11
511,3,76,14
518,3,83,14
652,4,72,14
653,4,73,14
654,4,74,14
670,4,90,14
673,4,93,14
761,5,36,11
800,5,75,14
830,5,105,10
874,6,4,2
896,6,26,4
940,6,70,14
942,6,72,14
945,6,75,14
957,6,87,14
1019,7,4,2
1035,7,20,2
1056,7,41,11
1091,7,76,14
1119,7,104,10
1127,7,112,10
1177,8,17,2
1179,8,19,2
1204,8,44,11
1244,8,84,14
1248,8,88,14
1251,8,91,14
1261,8,101,10
1413,9,108,10
1479,10,29,9
1492,10,42,11
1529,10,79,14
1531,10,81,14
1628,11,33,9
1676,11,81,14
1686,11,91,14
1695,11,100,10
1759,12,19,2
1795,12,55,11
1906,13,21,2
1925,13,40,11
1929,13,44,11
1933,13,48,15
1949,13,64,11
2007,13,122,13
2069,14,39,11
2074,14,44,11
2077,14,47,15
2079,14,49,15
2080,14,50,15
2086,14,56,11
2197,15,22,2
2221,15,46,15
2225,15,50,15
2227,15,52,15
2242,15,67,11
2342,16,22,2
2361,16,41,11
2365,16,45,15
2369,16,49,15
2378,16,58,11
2379,16,59,11
2434,16,114,10
2511,17,46,15
2514,17,49,15
2520,17,55,11
2521,17,56,11
2534,17,69,11
2637,18,27,14
2639,18,29,14
2641,18,31,14
2654,18,44,15
2655,18,45,15
2657,18,47,15
2659,18,49,15
2661,18,51,15
2763,19,8,1
2774,19,19,1
2800,19,45,15
2802,19,47,15
2803,19,48,15
2817,19,62,11
2908,20,8,1
2927,20,27,14
2932,20,32,14
2949,20,49,15
2959,20,59,11
2962,20,62,11
2967,20,67,11
3065,21,20,1
3074,21,29,14
3088,21,43,15
3089,21,44,15
3091,21,46,15
3092,21,47,15
3095,21,50,15
3108,21,63,11
3198,22,8,1
3233,22,43,15
3236,22,46,15
3239,22,49,15
3254,22,64,11
3352,23,17,1
3378,23,43,15
3381,23,46,15
3382,23,47,15
3385,23,50,15
3390,23,55,11
3400,23,65,11
3491,24,11,1
3526,24,46,15
