pixel_index,row,col,class
15332,8,92,8
16941,8,1701,10
28423,14,1753,8
49154,25,1529,6
57306,30,156,8
57482,30,332,6
78428,41,323,6
93315,48,1875,6
99240,52,180,4
100334,52,1274,9
102079,53,1114,5
129751,68,211,4
139262,73,197,4
159507,83,1392,7
163317,85,1392,7
184354,96,1474,7
196831,103,616,13
206357,108,617,13
208243,109,598,13
212076,111,621,13
221590,116,610,13
227984,119,1289,9
232670,122,260,3
233700,122,1290,9
244160,128,320,3
247762,130,112,11
255299,134,29,3
292499,153,1034,3
297973,156,793,0
314724,165,399,0
316486,166,256,14
322652,169,707,11
323904,170,54,8
333661,175,286,2
335491,176,211,0
335563,176,283,2
336009,176,729,11
339386,178,296,14
341258,179,263,14
341284,179,289,2
345083,181,278,2
354621,186,291,2
371674,195,199,0
371773,195,298,14
374355,196,975,5
378142,198,952,5
380655,199,1560,1
381283,200,283,14
385783,202,973,5
385785,202,975,5
393781,206,1351,10
394686,207,351,1
419387,220,287,1
423466,222,556,4
432752,227,317,12
439320,230,1170,12
443129,232,1169,12
449500,235,1825,7
453310,237,1825,7
454862,238,1472,0
458369,240,1169,12
465985,244,1165,12
526468,276,688,11
543453,285,528,8
555288,291,933,6
561389,294,1319,1
563959,296,79,1
565313,296,1433,10
570728,299,1133,11
577169,302,1859,9
615720,323,405,3
621002,325,1877,9
622014,326,984,4
645276,338,1386,10
650989,341,1384,10
