pixel_index,row,col,class
1923,4,323,3
3709,9,109,8
3837,9,237,8
3932,9,332,3
5321,13,121,6
6823,17,23,0
7227,18,27,0
7828,19,228,6
7885,19,285,3
8430,21,30,0
10513,26,113,8
11709,29,109,7
11838,29,238,8
12552,31,152,6
13463,33,263,3
13534,33,334,3
13691,34,91,3
13708,34,108,7
13969,34,369,3
14212,35,212,6
15200,38,0,3
15433,38,233,8
16110,40,110,8
17166,42,366,3
18563,46,163,6
20420,51,20,3
21045,52,245,7
21310,53,110,8
22124,55,124,6
22362,55,362,3
24845,62,45,3
25057,62,257,3
26945,67,145,6
27349,68,149,6
28241,70,241,8
29119,72,319,3
31061,77,261,0
31342,78,142,6
33165,82,365,3
33836,84,236,8
35256,88,56,3
35554,88,354,3
36644,91,244,7
36829,92,29,3
39302,98,102,7
39489,98,289,0
40769,101,369,0
40781,101,381,0
41239,103,39,3
41503,103,303,0
42235,105,235,8
42502,106,102,7
43316,108,116,6
43703,109,103,7
44260,110,260,0
46219,115,219,6
46666,116,266,0
47440,118,240,8
47839,119,239,8
48614,121,214,6
49428,123,228,6
50425,126,25,3
55017,137,217,6
55735,139,135,6
56319,140,319,0
57223,143,23,2
57437,143,237,8
57609,144,9,2
57961,144,361,0
58012,145,12,2
58426,146,26,2
58500,146,100,7
58593,146,193,6
58851,147,51,2
59274,148,74,2
60045,150,45,2
60069,150,69,2
60177,150,177,6
60423,151,23,2
60448,151,48,2
60456,151,56,2
60467,151,67,2
61027,152,227,6
61219,153,19,2
61285,153,85,2
61287,153,87,2
61654,154,54,2
61659,154,59,2
62079,155,79,2
62087,155,87,2
62456,156,56,2
62831,157,31,2
63041,157,241,8
63209,158,9,2
63228,158,28,2
63229,158,29,2
63243,158,43,2
63379,158,179,6
63602,159,2,2
63619,159,19,2
63625,159,25,2
64000,160,0,2
64046,160,46,2
64051,160,51,2
64052,160,52,2
64060,160,60,2
64071,160,71,2
64402,161,2,2
65270,163,70,2
65328,163,128,6
65646,164,46,2
65978,164,378,0
66011,165,11,2
66013,165,13,2
66056,165,56,2
66413,166,13,2
66440,166,40,2
66831,167,31,2
66850,167,50,2
66904,167,104,8
67621,169,21,2
67716,169,116,6
68021,170,21,2
68023,170,23,2
68056,170,56,2
68257,170,257,4
68454,171,54,2
68459,171,59,2
68468,171,68,2
68655,171,255,4
68845,172,45,2
68872,172,72,2
69068,172,268,4
69232,173,32,2
69286,173,86,2
69455,173,255,4
69626,174,26,2
69640,174,40,2
70020,175,20,2
70067,175,67,2
70243,175,243,7
70264,175,264,4
70277,175,277,4
70862,177,62,2
71486,178,286,4
72046,180,46,1
72279,180,279,4
72670,181,270,4
72701,181,301,4
72802,182,2,1
72898,182,98,7
73043,182,243,7
73474,183,274,4
73618,184,18,1
73638,184,38,1
