pixel_index,row,col,class
18431,9,1286,10
20862,10,1812,1
31258,16,778,0
34345,18,55,3
38262,20,162,8
43978,23,163,8
47784,25,159,8
82445,43,530,11
94646,49,1301,10
98721,51,1566,6
102078,53,1113,5
110690,58,200,4
112243,58,1753,7
114487,60,187,4
116388,61,183,4
120106,63,91,6
120203,63,188,4
130853,68,1313,10
133549,70,199,4
137896,72,736,11
141177,74,207,4
144988,76,208,4
176531,92,1271,9
185996,97,1211,12
190855,100,355,7
194918,102,608,13
200625,105,600,13
204458,107,623,13
206345,108,605,13
207825,109,180,0
209439,109,1794,8
212059,111,604,13
212077,111,622,13
213977,112,617,13
217790,114,620,13
220161,115,1086,7
221154,116,174,0
221594,116,614,13
226117,118,1327,10
226326,118,1536,12
227346,119,651,0
228270,119,1575,9
230137,120,1537,12
230619,121,114,11
233025,122,615,13
236867,124,647,0
247758,130,108,11
264564,138,1674,7
266468,139,1673,7
274331,144,11,6
274560,144,240,11
282204,148,264,14
286027,150,277,14
293639,154,269,2
294165,154,795,0
297434,156,254,14
301274,158,284,14
310777,163,262,2
313265,164,845,11
314589,165,264,2
314599,165,274,2
316494,166,264,2
320305,168,265,2
320306,168,266,2
326014,171,259,14
327919,172,259,14
328689,172,1029,5
329826,173,261,14
330583,173,1018,0
334294,175,919,3
336431,176,1151,4
342647,179,1652,9
343110,180,210,0
353408,185,983,3
356518,187,283,2
358423,188,283,2
366033,192,273,14
366469,192,709,11
367950,193,285,2
368619,193,954,5
368691,193,1026,3
372431,195,956,5
374905,196,1525,10
377203,198,13,8
377490,198,300,14
378157,198,967,5
380046,199,951,5
380058,199,963,5
381974,200,974,5
383181,201,276,14
384677,201,1772,6
386495,202,1685,9
387769,203,1054,7
390256,204,1636,3
392784,206,354,1
395308,207,973,5
395559,207,1224,12
395891,207,1556,1
398579,209,434,3
404832,212,972,5
412832,216,1352,10
413760,217,375,0
415505,218,215,8
419392,220,292,1
424264,222,1354,10
430876,226,346,1
437365,229,1120,7
448225,235,550,4
449427,235,1752,9
455133,238,1743,9
456457,239,1162,12
458673,240,1473,0
460318,241,1213,12
464497,243,1582,7
466566,244,1746,9
468306,245,1581,7
468474,245,1749,9
468927,246,297,8
469803,246,1173,12
469987,246,1357,10
470386,246,1756,9
475295,249,950,3
475510,249,1165,12
480219,252,159,6
485034,254,1164,12
494756,259,1361,10
496380,260,1080,3
497604,261,399,11
499098,261,1893,8
504812,264,1892,8
510694,268,154,6
515809,270,1459,10
529009,277,1324,1
531702,279,207,6
538497,282,1287,11
539039,282,1829,9
542307,284,1287,11
551866,289,1321,1
559491,293,1326,1
563299,295,1324,1
570407,299,812,8
570508,299,913,6
578416,303,1201,1
587830,308,1090,7
589651,309,1006,4
606162,318,372,3
617627,324,407,3
627215,329,470,6
632946,332,486,6
645000,338,1110,12
