pixel_index,row,col,class
49073,79,567,7
51928,84,352,11
51929,84,353,11
51932,84,356,11
53154,86,350,11
54385,88,353,11
55612,90,352,11
57456,93,354,11
67519,109,593,7
67520,109,594,7
70590,114,594,7
71819,116,595,7
78558,127,580,7
78559,127,581,7
80379,130,559,7
80402,130,582,7
80992,131,558,7
81248,132,200,12
81251,132,203,12
81365,132,317,11
81627,132,579,7
81628,132,580,7
81868,133,206,12
82214,133,552,7
82242,133,580,7
82596,134,320,11
82597,134,321,11
82830,134,554,7
83092,135,202,12
83095,135,205,12
83204,135,314,11
83290,135,400,10
83821,136,317,11
83824,136,320,11
83927,136,423,11
84314,137,196,12
84516,137,398,10
84534,137,416,11
84535,137,417,11
84933,138,201,12
85048,138,316,11
85049,138,317,11
85125,138,393,10
85557,139,211,12
85559,139,213,12
85738,139,392,10
86158,140,198,12
86277,140,317,11
86279,140,319,11
86359,140,399,10
86784,141,210,12
86972,141,398,10
87606,142,418,11
88201,143,399,10
88806,144,390,10
88818,144,402,10
89431,145,401,10
90033,146,389,10
90034,146,390,10
90656,147,398,10
91268,148,396,10
93215,151,501,4
93216,151,502,4
93217,151,503,4
93832,152,504,4
94440,153,498,4
94443,153,501,4
94445,153,503,4
94545,153,603,7
95052,154,496,4
95055,154,499,4
95060,154,504,4
95062,154,506,4
95161,154,605,7
95163,154,607,7
95665,155,495,4
95670,155,500,4
95678,155,508,4
95773,155,603,7
96287,156,503,4
96897,157,499,4
96899,157,501,4
96906,157,508,4
97511,158,499,4
97512,158,500,4
97513,158,501,4
97515,158,503,4
97517,158,505,4
97518,158,506,4
97519,158,507,4
97520,158,508,4
97521,158,509,4
97522,158,510,4
98132,159,506,4
98133,159,507,4
98744,160,504,4
98746,160,506,4
98748,160,508,4
106812,173,590,0
106815,173,593,0
106820,173,598,0
107272,174,436,4
107274,174,438,4
107276,174,440,4
107827,175,377,11
107829,175,379,11
107831,175,381,11
107887,175,437,4
107896,175,446,3
107905,175,455,3
108042,175,592,0
108044,175,594,0
108047,175,597,0
108503,176,439,4
108504,176,440,4
108511,176,447,3
108660,176,596,0
109115,177,437,4
109738,178,446,3
110507,179,601,0
112346,182,598,0
113418,184,442,3
113575,184,599,0
114037,185,447,3
114645,186,441,3
114648,186,444,3
114653,186,449,3
114659,186,455,3
114660,186,456,3
115271,187,453,3
115273,187,455,3
115275,187,457,3
115885,188,453,3
117113,190,453,3
119577,194,461,3
120184,195,454,3
120188,195,458,3
121414,197,456,3
121415,197,457,3
121417,197,459,3
122160,198,588,0
122645,199,459,3
123258,200,458,3
123870,201,456,3
128010,208,298,11
129530,210,590,5
129531,210,591,5
130146,211,592,5
130757,212,589,5
131084,213,302,11
131093,213,311,11
131367,213,585,5
131371,213,589,5
131374,213,592,5
131377,213,595,5
131979,214,583,5
131980,214,584,5
131981,214,585,5
131989,214,593,5
131991,214,595,5
132313,215,303,11
132595,215,585,5
132601,215,591,5
132605,215,595,5
133207,216,583,5
133211,216,587,5
133542,217,304,11
133833,217,595,5
134444,218,592,5
135056,219,590,5
135671,220,591,5
136591,222,283,11
136715,222,407,1
137205,223,283,11
137207,223,285,11
137816,224,280,11
137820,224,284,11
137942,224,406,1
137950,224,414,1
138145,224,609,0
138430,225,280,11
138556,225,406,1
138561,225,411,1
139053,226,289,11
139170,226,406,1
139171,226,407,1
139175,226,411,1
140404,228,412,1
140890,229,284,11
140891,229,285,11
141501,230,281,11
141658,230,438,1
141659,230,439,1
142111,231,277,11
142888,232,440,1
142890,232,442,1
143505,233,443,1
144119,234,443,1
144731,235,441,1
145914,237,396,1
147143,239,397,1
147752,240,392,1
148438,241,464,1
149053,242,465,1
149593,243,391,1
149786,243,584,5
149789,243,587,5
150407,244,591,5
150820,245,390,1
151021,245,591,5
151022,245,592,5
151626,246,582,5
151637,246,593,5
152236,247,578,5
152247,247,589,5
152251,247,593,5
152849,248,577,5
153465,249,579,5
153468,249,582,5
154077,250,577,5
154082,250,582,5
154579,251,465,2
155320,252,592,5
155321,252,593,5
155322,252,594,5
155794,253,452,2
155796,253,454,2
155797,253,455,2
156408,254,452,2
156420,254,464,2
157034,255,464,2
157037,255,467,2
157640,256,456,2
157641,256,457,2
157651,256,467,2
158868,258,456,2
163640,266,316,10
164868,268,316,10
166708,271,314,10
166711,271,317,10
169165,275,315,10
169166,275,316,10
169778,276,314,10
171003,278,311,10
171005,278,313,10
171008,278,316,10
171618,279,312,10
171619,279,313,10
171623,279,317,10
171624,279,318,10
172228,280,308,10
173455,282,307,10
173459,282,311,10
174066,283,304,10
174071,283,309,10
174076,283,314,10
174681,284,305,10
174687,284,311,10
175298,285,308,10
176523,287,305,10
176531,287,313,10
177139,288,307,10
183413,298,441,2
184027,299,441,2
184633,300,433,2
184634,300,434,2
184637,300,437,2
184640,300,440,2
185250,301,436,2
185251,301,437,2
185865,302,437,2
185868,302,440,2
185878,302,450,2
186479,303,437,2
186480,303,438,2
187103,304,447,2
188332,306,448,2
190795,310,455,7
191411,311,457,7
192641,313,459,7
193250,314,454,7
193866,315,456,7
193868,315,458,7
194475,316,451,7
194481,316,457,7
195703,318,451,7
195707,318,455,7
196937,320,457,7
196940,320,460,7
197548,321,454,7
198161,322,453,7
198772,323,450,7
199363,324,427,2
199387,324,451,7
200004,325,454,7
200591,326,427,2
200613,326,449,7
200614,326,450,7
200617,326,453,7
201102,327,324,9
201231,327,453,7
201817,328,425,2
201820,328,428,2
202434,329,428,2
202948,330,328,9
203180,330,560,1
203181,330,561,1
204173,332,325,9
204788,333,326,9
204792,333,330,9
205406,334,330,9
205637,334,561,1
206017,335,327,9
206629,336,325,9
206630,336,326,9
206865,336,561,1
208473,339,327,9
208474,339,328,9
209205,340,445,2
209702,341,328,9
209703,341,329,9
209820,341,446,2
