pixel_index,row,col,class
3497,10,97,0
4242,12,162,3
7583,22,103,0
9667,28,147,3
12037,35,137,3
39146,115,46,1
51467,151,127,4
53790,158,70,1
54168,159,108,4
56965,167,185,0
58538,172,58,7
59622,175,122,4
60638,178,118,4
61420,180,220,3
61674,181,134,4
63303,186,63,7
65746,193,126,4
65750,193,130,4
71203,209,143,4
72219,212,139,4
76650,225,150,4
78703,231,163,8
82984,244,24,3
84538,248,218,0
86824,255,124,1
87155,256,115,1
96046,282,166,5
99144,291,204,5
100480,295,180,5
101728,299,68,0
101847,299,187,5
103239,303,219,5
104574,307,194,5
105883,311,143,6
106977,314,217,5
108314,318,194,5
109271,321,131,6
110967,326,127,6
112121,329,261,0
113443,333,223,5
115731,340,131,6
115886,340,286,3
116403,342,123,8
116741,343,121,8
117331,345,31,8
118193,347,213,5
119143,350,143,6
120160,353,140,6
122204,359,144,6
122897,361,157,6
124238,365,138,6
124245,365,145,6
125842,370,42,2
127656,375,156,8
128512,377,332,0
129194,379,334,0
129603,381,63,2
130284,383,64,2
132543,389,283,3
132664,390,64,2
135289,397,309,0
135373,398,53,2
140146,412,66,2
145406,427,226,8
145937,429,77,2
146142,429,282,3
146762,431,222,8
147609,434,49,8
148598,437,18,8
151102,444,142,7
151554,445,254,3
157430,463,10,2
157431,463,11,2
158575,466,135,7
160682,472,202,0
160834,473,14,2
162555,478,35,8
170420,501,80,7
178296,524,136,1
178942,526,102,7
181618,534,58,7
183834,540,234,1
184390,542,110,7
185462,545,162,3
185678,546,38,7
188079,553,59,7
201850,593,230,1
204926,602,246,1
205045,603,25,1
206395,607,15,1
