pixel_index,row,col,class
46005,74,569,7
79769,129,563,7
80759,131,325,11
82484,134,208,12
82860,134,584,7
83898,136,394,10
84439,137,321,11
85557,139,211,12
94447,153,505,4
95059,154,503,4
95065,154,509,4
97515,158,503,4
97522,158,510,4
111732,181,598,0
114037,185,447,3
117727,191,453,3
118963,193,461,3
131089,213,307,11
133214,216,590,5
134444,218,592,5
134447,218,595,5
136589,222,281,11
141498,230,278,11
149593,243,391,1
149791,243,589,5
150207,244,391,1
151637,246,593,5
152663,248,391,1
155797,253,455,2
157035,255,465,2
166094,270,314,10
172231,280,311,10
175303,285,313,10
176530,287,312,10
184019,299,433,2
195090,317,452,7
198163,322,455,7
204789,333,327,9
209700,341,326,9
209819,341,445,2
210430,342,442,2
212982,346,538,6
214201,348,529,6
214820,349,534,6
216049,351,535,6
216050,351,536,6
216681,352,553,1
216683,352,555,1
218343,355,373,8
229489,373,467,8
234399,381,465,8
240864,392,176,12
243741,396,597,0
246203,400,603,0
249276,405,606,0
252893,411,539,3
254804,414,608,0
256576,417,538,3
262000,426,436,8
266301,433,439,8
267437,435,347,9
271123,441,349,9
273578,445,348,9
282674,460,234,12
286351,466,227,12
