pixel_index,row,col,class
1625,4,25,0
2259,5,259,3
2402,6,2,0
2642,6,242,7
2667,6,267,3
2886,7,86,0
3130,7,330,3
3747,9,147,6
4692,11,292,3
5032,12,232,8
5033,12,233,8
5206,13,6,0
5683,14,83,0
6060,15,60,0
6240,15,240,8
6461,16,61,0
7209,18,9,0
9260,23,60,0
9305,23,105,7
9307,23,107,7
10566,26,166,6
11835,29,235,8
12045,30,45,3
13382,33,182,6
14062,35,62,3
14195,35,195,6
16030,40,30,3
16184,40,184,6
16906,42,106,7
17711,44,111,8
17838,44,238,8
18110,45,110,8
18508,46,108,7
19518,48,318,3
21207,53,7,3
21651,54,51,3
21836,54,236,8
22640,56,240,8
22805,57,5,3
24600,61,200,6
26255,65,255,3
26431,66,31,3
27068,67,268,3
27710,69,110,8
27712,69,112,8
28222,70,222,6
29046,72,246,7
30455,76,55,3
30477,76,77,3
31438,78,238,8
32639,81,239,8
33305,83,105,7
33440,83,240,8
34504,86,104,7
34911,87,111,8
35391,88,191,6
37308,93,108,8
37445,93,245,7
38725,96,325,0
39610,99,10,3
39948,99,348,0
40516,101,116,6
41256,103,56,3
41309,103,109,8
43004,107,204,6
43061,107,261,0
43674,109,74,3
44526,111,126,6
44789,111,389,0
45242,113,42,3
45834,114,234,8
46334,115,334,0
47707,119,107,8
48664,121,264,0
48706,121,306,0
49631,124,31,3
50643,126,243,7
51555,128,355,0
52710,131,310,0
53039,132,239,8
53474,133,274,0
56408,141,8,2
56821,142,21,2
56860,142,60,3
57040,142,240,8
57234,143,34,2
58006,145,6,2
58661,146,261,3
58699,146,299,0
58859,147,59,2
58968,147,168,6
59183,147,383,0
59217,148,17,2
59244,148,44,2
60003,150,3,2
60076,150,76,2
60087,150,87,2
60412,151,12,2
60461,151,61,2
60831,152,31,2
60850,152,50,2
61240,153,40,2
61257,153,57,2
61266,153,66,2
61268,153,68,2
61668,154,68,2
61781,154,181,6
62425,156,25,2
63095,157,295,3
63230,158,30,2
63249,158,49,2
63254,158,54,2
63287,158,87,2
63435,158,235,8
63616,159,16,2
63634,159,34,2
63686,159,86,2
64004,160,4,2
64041,160,41,2
64445,161,45,2
64464,161,64,2
64471,161,71,2
64797,161,397,0
64843,162,43,2
64856,162,56,2
65138,162,338,3
65636,164,36,2
65682,164,82,2
65916,164,316,3
66029,165,29,2
66047,165,47,2
66050,165,50,2
66238,165,238,8
66395,165,395,0
66400,166,0,2
66859,167,59,2
67215,168,15,2
67276,168,76,2
67285,168,85,2
67521,168,321,3
67613,169,13,2
67703,169,103,8
67720,169,120,6
68033,170,33,2
68040,170,40,2
68042,170,42,2
68051,170,51,2
68238,170,238,8
68404,171,4,2
68466,171,66,2
68640,171,240,8
69036,172,236,8
69438,173,238,8
69584,173,384,0
69634,174,34,2
69640,174,40,2
69686,174,86,2
69687,174,87,2
69859,174,259,4
69868,174,268,4
70021,175,21,2
70054,175,54,2
70258,175,258,4
70271,175,271,4
70464,176,64,2
70603,176,203,6
70641,176,241,8
70869,177,69,2
70969,177,169,6
71394,178,194,6
72062,180,62,2
72270,180,270,4
72657,181,257,4
73296,183,96,7
73500,183,300,4
73860,184,260,4
74013,185,13,1
74255,185,255,4
74654,186,254,4
74890,187,90,7
75086,187,286,4
75249,188,49,1
75457,188,257,4
75517,188,317,4
75702,189,102,8
75909,189,309,4
76070,190,70,1
76273,190,273,4
76699,191,299,4
76850,192,50,1
77082,192,282,4
77114,192,314,4
77415,193,215,6
77617,194,17,1
77681,194,81,1
78057,195,57,1
78456,196,56,1
78467,196,67,1
78675,196,275,4
78682,196,282,4
78698,196,298,4
79084,197,284,4
79104,197,304,4
79465,198,265,4
79546,198,346,4
79699,199,99,8
79820,199,220,6
80078,200,78,1
80296,200,296,4
80343,200,343,4
80448,201,48,1
80449,201,49,1
80720,201,320,4
81086,202,286,4
81250,203,50,1
81441,203,241,7
81496,203,296,4
81785,204,185,6
81829,204,229,7
81833,204,233,7
82300,205,300,4
82458,206,58,1
82500,206,100,8
83237,208,37,1
83272,208,72,1
83507,208,307,4
83521,208,321,4
83627,209,27,1
83824,209,224,7
83914,209,314,4
83942,209,342,4
83953,209,353,4
84723,211,323,4
84738,211,338,4
84757,211,357,4
84788,211,388,4
85174,212,374,4
85398,213,198,6
85958,214,358,4
85990,214,390,4
86285,215,285,3
86337,215,337,4
86372,215,372,4
86430,216,30,1
86501,216,101,8
86745,216,345,4
86763,216,363,4
87417,218,217,6
87593,218,393,4
87622,219,22,1
87957,219,357,4
87990,219,390,4
88398,220,398,4
88758,221,358,4
88936,222,136,6
89162,222,362,4
89169,222,369,4
89212,223,12,1
89218,223,18,1
89219,223,19,1
89298,223,98,8
89562,223,362,4
89667,224,67,1
89728,224,128,6
90040,225,40,1
90283,225,283,3
90468,226,68,1
90622,226,222,6
91119,227,319,3
91194,227,394,4
91212,228,12,1
91258,228,58,1
91826,229,226,6
92402,231,2,1
93195,232,395,4
93218,233,18,1
93592,233,392,4
93670,234,70,1
93895,234,295,3
93995,234,395,4
94101,235,101,7
94798,236,398,4
95216,238,16,1
96017,240,17,1
96044,240,44,1
96072,240,72,1
96625,241,225,6
96861,242,61,1
96879,242,79,1
97038,242,238,8
97287,243,87,1
97642,244,42,1
98441,246,41,1
98755,246,355,3
99304,248,104,7
99610,249,10,1
100018,250,18,1
101686,254,86,1
102015,255,15,1
102026,255,26,1
102280,255,280,3
102507,256,107,7
103232,258,32,1
103235,258,35,1
104064,260,64,1
104089,260,89,1
104406,261,6,1
105045,262,245,7
105260,263,60,1
105686,264,86,1
106502,266,102,7
107242,268,42,1
107617,269,17,1
107663,269,63,1
108404,271,4,1
109668,274,68,1
109705,274,105,7
110038,275,38,1
110506,276,106,7
110886,277,86,1
110991,277,191,6
111673,279,73,1
112890,282,90,1
113635,284,35,0
114338,285,338,3
114510,286,110,8
114858,287,58,0
115047,287,247,7
115223,288,23,0
115710,289,110,8
116646,291,246,7
117038,292,238,8
117042,292,242,8
117076,292,276,3
117431,293,231,6
117587,293,387,3
117935,294,335,3
118064,295,64,0
118440,296,40,0
118628,296,228,6
119019,297,219,6
120584,301,184,6
122499,306,99,7
123037,307,237,8
123355,308,155,6
123870,309,270,5
125095,312,295,5
125848,314,248,7
125860,314,260,5
126006,315,6,0
126154,315,154,6
126898,317,98,7
126900,317,100,7
128109,320,109,8
128903,322,103,7
129057,322,257,5
129111,322,311,5
129538,323,338,3
130260,325,260,5
131480,328,280,5
131641,329,41,0
131708,329,108,8
