pixel_index,row,col,class
5,0,5,2
77,0,77,14
295,2,5,2
524,3,89,14
584,4,4,2
748,5,23,2
911,6,41,11
953,6,83,14
1027,7,12,2
1252,8,92,14
1331,9,26,4
1387,9,82,14
1393,9,88,14
1539,10,89,14
1684,11,89,14
2058,14,28,9
2076,14,46,15
2369,16,49,15
2372,16,52,15
2657,18,47,15
2675,18,65,11
2803,19,48,15
2805,19,50,15
3084,21,39,11
3365,23,30,14
3383,23,48,15
3384,23,49,15
3513,24,33,14
3529,24,49,15
3820,26,50,15
4290,29,85,9
4400,30,50,1
4680,32,40,1
5041,34,111,13
5097,35,22,2
5348,36,128,7
5396,37,31,1
5492,37,127,7
5500,37,135,7
5513,38,3,3
5522,38,12,3
5810,40,10,3
5954,41,9,3
6024,41,79,9
6202,42,112,10
6250,43,15,3
6251,43,16,3
6258,43,23,3
6315,43,80,9
6400,44,20,3
6515,44,135,7
6540,45,15,3
6546,45,21,3
6697,46,27,5
6734,46,64,1
6794,46,124,7
7040,48,80,9
7093,48,133,7
7283,50,33,5
7323,50,73,9
7406,51,11,11
7429,51,34,5
7527,51,132,7
7663,52,123,7
7836,54,6,11
7844,54,14,11
7994,55,19,11
7997,55,22,11
8064,55,89,9
8131,56,11,11
8143,56,23,11
8348,57,83,9
8390,57,125,7
8532,58,122,7
8595,59,40,10
8867,61,22,8
8933,61,88,9
9013,62,23,8
9300,64,20,2
9325,64,45,1
9432,65,7,2
9484,65,59,10
9592,66,22,8
9593,66,23,8
9596,66,26,5
9666,66,96,0
9667,66,97,0
9732,67,17,2
9738,67,23,8
9882,68,22,8
9883,68,23,8
10028,69,23,8
10103,69,98,0
10105,69,100,0
10172,70,22,8
10173,70,23,8
10193,70,43,1
10246,70,96,0
10392,71,97,0
10394,71,99,0
10549,72,109,6
10551,72,111,6
10686,73,101,0
10694,73,109,6
10695,73,110,6
10696,73,111,6
10830,74,100,0
10831,74,101,0
10839,74,109,6
10894,75,19,4
10949,75,74,1
10957,75,82,1
10983,75,108,6
10984,75,109,6
10990,75,115,4
11097,76,77,1
11130,76,110,6
11229,77,64,10
11418,78,108,6
11716,80,116,4
11751,81,6,4
12047,83,12,4
12229,84,49,10
12261,84,81,1
12483,86,13,4
12809,88,49,10
12942,89,37,10
13226,91,31,10
13680,94,50,10
13945,96,25,10
14275,98,65,5
14444,99,89,5
14851,102,61,5
14879,102,89,5
15719,108,59,5
16302,112,62,5
17084,117,119,13
17143,118,33,12
17148,118,38,12
17154,118,44,12
17159,118,49,4
17288,119,33,12
17567,121,22,12
17726,122,36,12
17779,122,89,13
17862,123,27,12
17865,123,30,12
17877,123,42,12
17883,123,48,4
18017,124,37,12
18033,124,53,4
18071,124,91,13
18084,124,104,13
18660,128,100,13
18890,130,40,2
19118,131,123,13
19519,134,89,13
19540,134,110,13
19550,134,120,13
19903,137,38,9
