pixel_index,row,col,class
91,0,91,14
294,2,4,2
378,2,88,14
583,4,3,2
874,6,4,2
1384,9,79,14
1386,9,81,14
1610,11,15,2
1642,11,47,11
2223,15,48,15
2240,15,65,11
2621,18,11,1
2638,18,28,14
2799,19,44,15
3094,21,49,15
3235,22,45,15
3384,23,49,15
3532,24,52,11
5347,36,127,7
5377,37,12,3
5452,37,87,9
5524,38,14,3
5781,39,126,7
5792,39,137,7
6166,42,76,9
6258,43,23,3
6301,43,66,1
6547,45,22,3
6617,45,92,9
6795,46,125,7
6844,47,29,5
6983,48,23,3
7028,48,68,1
7226,49,121,7
7569,52,29,5
7646,52,106,1
7839,54,9,11
7846,54,16,11
8485,58,75,9
8587,59,32,5
9013,62,23,8
9303,64,23,8
9521,65,96,0
9522,65,97,0
9592,66,22,8
9829,67,114,4
9883,68,23,8
9903,68,43,1
10040,69,35,5
10095,69,90,9
10101,69,96,0
10173,70,23,8
10251,70,101,0
10361,71,66,10
10539,72,99,0
10839,74,109,6
10841,74,111,6
10879,75,4,4
11129,76,109,6
11275,77,110,6
11420,78,110,6
11781,81,36,10
11949,82,59,10
12050,83,15,4
12193,84,13,4
12617,87,2,4
13808,95,33,10
14977,103,42,10
15736,108,76,5
17136,118,26,12
17438,120,38,12
17573,121,28,12
17652,121,107,13
18000,124,20,12
18010,124,30,12
18394,126,124,13
18522,127,107,13
19157,132,17,2
19392,133,107,13
20128,138,118,13
