pixel_index,row,col,class
43329,169,65,13
43841,171,65,13
44376,173,88,13
44630,174,86,13
45677,178,109,13
74718,291,222,11
75472,294,208,11
75986,296,210,11
76497,298,209,11
80124,312,252,11
96224,375,224,12
96735,377,223,12
98018,382,226,12
99569,388,241,12
100085,390,245,12
115759,452,47,10
118582,463,54,10
120703,471,127,9
121076,472,244,10
122098,476,242,10
122608,478,240,10
126942,495,222,9
127714,498,226,9
128221,500,221,9
128739,502,227,9
134048,523,160,8
135510,529,86,6
135590,529,166,8
135765,530,85,6
136868,534,164,8
143302,559,198,8
143417,560,57,6
143667,561,51,6
144570,564,186,8
156981,613,53,0
157318,614,134,1
158089,617,137,1
158090,617,138,1
166102,648,214,1
166874,651,218,1
167344,653,176,6
171125,668,117,0
188038,734,134,4
195046,761,230,7
198167,774,23,0
198169,774,25,0
200943,784,239,5
201454,786,238,5
210606,822,174,4
211119,824,175,4
219225,856,89,0
225347,880,67,3
226704,885,144,4
228236,891,140,4
230824,901,168,7
231333,903,165,7
232892,909,188,7
238278,930,198,5
238404,931,68,7
239211,934,107,3
240743,940,103,3
251325,981,189,3
252868,987,196,3
258381,1009,77,2
260174,1016,78,2
266121,1039,137,2
273124,1066,228,2
274915,1073,227,2
275106,1074,162,5
279736,1092,184,5
