pixel_index,row,col,class
1163,2,363,3
5440,13,240,8
6813,17,13,0
17844,44,244,7
24964,62,164,6
29766,74,166,6
29787,74,187,6
34079,85,79,3
54239,135,239,8
59600,149,0,2
62821,157,21,2
63630,159,30,2
66066,165,66,2
68669,171,269,4
70855,177,55,2
73533,183,333,3
79483,198,283,4
80716,201,316,4
80829,202,29,1
81940,204,340,4
87974,219,374,4
88334,220,334,3
91434,228,234,8
92240,230,240,8
95634,239,34,1
101668,254,68,1
105241,263,41,1
109681,274,81,1
116647,291,247,7
119647,299,47,0
135678,339,78,0
138104,345,104,7
147209,368,9,0
149297,373,97,7
150241,375,241,8
159214,398,14,0
162643,406,243,7
164690,411,290,5
170209,425,209,6
176250,440,250,5
191823,479,223,6
195587,488,387,3
213880,534,280,5
215083,537,283,5
219885,549,285,5
