pixel_index,row,col,class
773,2,93,0
851,2,171,3
2152,6,112,0
2885,8,165,3
3224,9,164,3
3497,10,97,0
5596,16,156,3
7579,22,99,0
8312,24,152,3
8984,26,144,3
9307,27,127,3
14077,41,137,3
19834,58,114,3
21457,63,37,1
21461,63,41,1
23126,68,6,0
24972,73,152,3
31010,91,70,1
31986,94,26,1
31988,94,28,1
33041,97,61,1
33807,99,147,0
36777,108,57,1
40144,118,24,1
46407,136,167,0
48122,141,182,3
48126,141,186,3
48626,143,6,1
50447,148,127,4
53414,157,34,7
53499,157,119,4
53755,158,35,7
53830,158,110,4
53840,158,120,4
54096,159,36,7
54522,160,122,4
54741,161,1,0
54796,161,56,7
55197,162,117,8
56236,165,136,4
56237,165,137,4
56444,166,4,0
56565,166,125,4
56576,166,136,4
56784,167,4,0
56797,167,17,7
56817,167,37,7
57244,168,124,4
57300,168,180,0
57587,169,127,4
57589,169,129,4
57592,169,132,4
57856,170,56,7
58273,171,133,4
58864,173,44,7
58943,173,123,4
59962,176,122,4
60262,177,82,1
60980,179,120,4
61334,180,134,4
61598,181,58,7
61672,181,132,4
62032,182,152,4
62567,184,7,0
64148,188,228,3
64395,189,135,4
64400,189,140,4
64647,190,47,7
64752,190,152,8
65418,192,138,4
66092,194,132,4
68471,201,131,8
68806,202,126,8
71561,210,161,8
73513,216,73,7
73575,216,135,4
74217,218,97,1
74942,220,142,8
75618,222,138,8
76652,225,152,4
77330,227,150,4
77688,228,168,8
78028,229,168,8
78065,229,205,0
78366,230,166,8
78695,231,155,4
78943,232,63,7
79361,233,141,4
79362,233,142,4
79984,235,84,7
80038,235,138,4
80273,236,33,0
80385,236,145,4
80648,237,68,7
81059,238,139,4
81773,240,173,4
81778,240,178,4
82061,241,121,1
83467,245,167,4
83804,246,164,4
84194,247,214,0
84197,247,217,0
84375,248,55,7
85092,250,92,7
85166,250,166,4
85492,251,152,4
85509,251,169,8
85832,252,152,4
88634,260,234,3
89988,264,228,0
90202,265,102,7
90831,267,51,0
90863,267,83,7
91008,267,228,0
91313,268,193,5
91657,269,197,5
91905,270,105,7
94612,278,92,7
94693,278,173,5
95394,280,194,5
95716,281,176,5
96725,284,165,5
96737,284,177,5
97353,286,113,7
97438,286,198,5
97982,288,62,0
98434,289,174,5
98770,290,170,5
98959,291,19,3
99524,292,244,0
99939,293,319,3
100016,294,56,3
101223,297,243,0
101814,299,154,6
101871,299,211,5
102156,300,156,6
102501,301,161,6
102547,301,207,5
102644,301,304,3
103174,303,154,6
103194,303,174,5
103512,304,152,6
103862,305,162,6
104201,306,161,6
105584,310,184,5
106036,311,296,3
106147,312,67,3
106246,312,166,8
106249,312,169,8
106588,313,168,8
107266,315,166,8
107315,315,215,5
107565,316,125,6
107577,316,137,6
108263,318,143,6
108650,319,190,5
108981,320,181,5
108984,320,184,5
109266,321,126,6
109413,321,273,3
109592,322,112,6
109593,322,113,6
109611,322,131,6
109612,322,132,6
109971,323,151,8
110046,323,226,5
110090,323,270,3
110166,324,6,2
110352,324,192,5
110623,325,123,6
110625,325,125,6
110961,326,121,6
111358,327,178,5
111602,328,82,0
111890,329,30,2
111982,329,122,6
112226,330,26,2
112316,330,116,6
112416,330,216,5
112567,331,27,2
112710,331,170,5
112994,332,114,6
112999,332,119,6
113019,332,139,8
113340,333,120,6
113343,333,123,6
113347,333,127,6
113385,333,165,5
113425,333,205,5
113760,334,200,5
113772,334,212,5
114319,336,79,3
114357,336,117,6
114416,336,176,5
114474,336,234,5
115128,338,208,5
115279,339,19,2
115422,339,162,5
115429,339,169,5
115445,339,185,5
115545,339,285,3
116102,341,162,5
116791,343,171,5
116981,344,21,2
117083,344,123,8
117251,344,291,3
117432,345,132,6
117856,346,216,5
118009,347,29,8
118010,347,30,8
118118,347,138,6
118197,347,217,5
118270,347,290,3
119364,351,24,8
119470,351,130,6
119505,351,165,5
121313,356,273,0
121413,357,33,2
121755,358,35,2
121874,358,154,6
122899,361,159,6
123253,362,173,5
123558,363,138,6
123581,363,161,6
123914,364,154,6
123921,364,161,6
124248,365,148,6
124280,365,180,5
124458,366,18,2
124476,366,36,2
124545,366,105,0
124577,366,137,6
125594,369,134,6
125816,370,16,2
125835,370,35,2
125944,370,144,6
125962,370,162,8
126280,371,140,6
126978,373,158,8
128466,377,286,0
129157,379,297,0
130023,382,143,8
130235,383,15,2
130244,383,24,2
130923,385,23,2
130961,385,61,2
132025,388,105,3
132647,390,47,2
132671,390,71,2
133652,393,32,8
133673,393,53,2
133921,393,301,0
133996,394,36,8
134332,395,32,8
134674,396,34,8
134950,396,310,0
137076,403,56,2
137081,403,61,2
137097,403,77,2
138114,406,74,2
139414,410,14,2
139757,411,17,2
139807,411,67,2
140159,412,79,2
141181,415,81,2
141455,416,15,2
143490,422,10,2
143578,422,98,8
144109,423,289,3
145253,427,73,2
145406,427,226,8
145637,428,117,3
145801,428,281,3
146763,431,223,8
147208,432,328,0
147313,433,93,8
147314,433,94,8
147914,435,14,8
147918,435,18,8
148591,437,11,8
148623,437,43,8
148665,437,85,2
150082,441,142,7
150952,443,332,0
151784,446,144,7
151982,447,2,2
151984,447,4,2
152177,447,197,8
153192,450,192,8
153445,451,105,7
153866,452,186,8
154028,453,8,2
156063,459,3,2
156207,459,147,7
157087,462,7,2
157902,464,142,7
159592,469,132,7
159813,470,13,2
159980,470,180,0
160151,471,11,2
160651,472,171,0
160838,473,18,2
161031,473,211,3
161696,475,196,0
162274,477,94,7
163652,481,112,7
164377,483,157,7
165623,487,43,1
168078,494,118,7
170227,500,227,1
170719,502,39,1
171064,503,44,1
171127,503,107,7
174241,512,161,3
176238,518,118,7
176572,519,112,7
176908,520,108,7
176993,520,193,1
178260,524,100,7
178292,524,132,1
180444,530,244,1
180782,531,242,1
181466,533,246,1
184016,541,76,7
184175,541,235,1
184698,543,78,7
184776,543,156,0
185651,546,11,0
185740,546,100,7
186796,549,136,3
187448,551,108,7
188460,554,100,3
189978,558,258,1
190640,560,240,1
191433,563,13,3
192485,566,45,3
192522,566,82,3
192977,567,197,1
193232,568,112,3
193322,568,202,1
193688,569,228,1
193856,570,56,3
194536,572,56,3
195046,573,226,1
196428,577,248,1
196431,577,251,1
196571,578,51,0
196642,578,122,0
197369,580,169,1
197591,581,51,0
197777,581,237,1
198764,584,204,1
198915,585,15,1
199664,587,84,0
202647,596,7,1
202775,596,135,1
203804,599,144,1
203934,599,274,1
204445,601,105,1
204490,601,150,1
