pixel_index,row,col,class
46340,24,620,8
49155,25,1530,6
74823,39,528,11
91492,48,52,6
102082,53,1117,5
119232,62,1122,5
139301,73,236,7
155006,81,701,1
175516,92,256,7
187707,98,1017,3
187893,98,1203,12
189610,99,1015,3
189806,99,1211,12
204452,107,617,13
206354,108,614,13
219693,115,618,13
221599,116,619,13
223503,117,618,13
226361,118,1571,9
233835,122,1425,7
234434,123,119,11
245853,129,108,11
246395,129,650,0
255918,134,648,0
268315,140,1615,9
280818,147,783,0
284111,149,266,14
293649,154,279,14
310778,163,263,2
310790,163,275,2
316518,166,288,14
322654,169,709,11
323905,170,55,8
330636,173,1071,7
330710,173,1145,4
331740,174,270,2
333643,175,268,2
346458,181,1653,9
362235,190,285,2
364090,191,235,1
366713,192,953,5
374331,196,951,5
381275,200,275,14
381296,200,296,14
383441,201,536,8
384676,201,1771,6
387709,203,994,3
389625,204,1005,7
395557,207,1222,12
401023,210,973,5
415846,218,556,4
422680,221,1675,3
458672,240,1472,0
460578,241,1473,0
462171,242,1161,12
467883,245,1158,12
468495,245,1770,9
471895,247,1360,10
499669,262,559,6
538499,282,1289,11
540873,283,1758,6
545358,286,528,8
546272,286,1442,10
561396,294,1326,1
561443,294,1373,10
565204,296,1324,1
578540,303,1325,1
589816,309,1171,8
597688,313,1423,10
601065,315,990,4
618636,324,1416,10
624815,327,1880,9
636637,334,367,3
637250,334,980,4
646787,339,992,4
