pixel_index,row,col,class
46002,74,566,7
46619,75,569,7
54384,88,352,11
54385,88,353,11
56226,91,352,11
56836,92,348,11
56838,92,350,11
67518,109,592,7
76953,125,203,12
79159,128,567,7
79169,128,577,7
81250,132,202,12
81631,132,583,7
82246,133,584,7
82833,134,557,7
83212,135,322,11
83286,135,396,10
83312,135,422,11
83441,135,551,7
83444,135,554,7
83446,135,556,7
83473,135,583,7
83699,136,195,12
84509,137,391,10
84539,137,421,11
84938,138,206,12
85149,138,417,11
85547,139,201,12
86175,140,215,12
86280,140,320,11
86358,140,398,10
86891,141,317,11
86970,141,396,10
86997,141,423,11
87579,142,391,10
88012,143,210,12
88813,144,397,10
89423,145,393,10
89429,145,399,10
90040,146,396,10
91265,148,393,10
93216,151,502,4
93829,152,501,4
93831,152,503,4
93832,152,504,4
94439,153,497,4
95059,154,503,4
95062,154,506,4
95668,155,498,4
95670,155,500,4
95680,155,510,4
95776,155,606,7
96280,156,496,4
96285,156,501,4
96393,156,609,7
96902,157,504,4
97517,158,505,4
97519,158,507,4
97520,158,508,4
98131,159,505,4
98132,159,506,4
107830,175,380,11
107886,175,436,4
107889,175,439,4
109124,177,446,3
109131,177,453,3
109737,178,445,3
109748,178,456,3
109886,178,594,0
109888,178,596,0
109892,178,600,0
111731,181,597,0
114661,186,457,3
115879,188,447,3
119710,194,594,0
120186,195,456,3
120802,196,458,3
123871,201,457,3
124485,202,457,3
124486,202,458,3
130760,212,592,5
131089,213,307,11
131370,213,588,5
131702,214,306,11
132314,215,304,11
132605,215,595,5
133824,217,586,5
133830,217,592,5
134160,218,308,11
135673,220,593,5
137329,223,407,1
137334,223,412,1
138565,225,415,1
139177,226,413,1
139661,227,283,11
140891,229,285,11
141498,230,278,11
142891,232,443,1
143505,233,443,1
146526,238,394,1
147140,239,394,1
147751,240,391,1
148369,241,395,1
149054,242,466,1
149787,243,585,5
150399,244,583,5
152241,247,583,5
152251,247,593,5
152854,248,582,5
152860,248,588,5
152865,248,593,5
154079,250,579,5
154691,251,577,5
154704,251,590,5
154708,251,594,5
155320,252,592,5
155322,252,594,5
155794,253,452,2
155925,253,583,5
156412,254,456,2
157640,256,456,2
158263,257,465,2
158865,258,453,2
165479,269,313,10
165480,269,314,10
167933,273,311,10
170396,277,318,10
171007,278,315,10
172232,280,312,10
174068,283,306,10
175305,285,315,10
175917,286,313,10
176528,287,310,10
184023,299,437,2
184634,300,434,2
184638,300,438,2
185863,302,435,2
187090,304,434,2
187717,305,447,2
192634,313,452,7
195093,317,455,7
196322,319,456,7
199389,324,453,7
199392,324,456,7
200590,326,426,2
200615,326,451,7
201105,327,327,9
201204,327,426,2
201954,328,562,1
202332,329,326,9
202566,329,560,1
203049,330,429,2
204170,332,322,9
204408,332,560,1
204787,333,325,9
205405,334,329,9
205637,334,561,1
206250,335,560,1
206252,335,562,1
207856,338,324,9
209702,341,328,9
209817,341,443,2
210320,342,332,9
210431,342,443,2
211046,343,444,2
211545,344,329,9
212364,345,534,6
212889,346,445,2
212975,346,531,6
212979,346,535,6
213502,347,444,2
213590,347,532,6
213591,347,533,6
214202,348,530,6
214209,348,537,6
214816,349,530,6
214819,349,533,6
214820,349,534,6
215273,350,373,8
215431,350,531,6
215435,350,535,6
215438,350,538,6
215439,350,539,6
216042,351,528,6
216043,351,529,6
216044,351,530,6
216574,352,446,2
216657,352,529,6
216661,352,533,6
216682,352,554,1
217302,353,560,1
217732,354,376,8
217889,354,533,6
218342,355,372,8
218961,356,377,8
219144,356,560,1
222031,361,377,8
222639,362,371,8
222640,362,372,8
223869,364,373,8
225708,367,370,8
227553,370,373,8
235627,383,465,8
239017,389,171,12
240245,391,171,12
240246,391,172,12
242706,395,176,12
244364,397,606,0
244961,398,589,0
244977,398,605,0
246808,401,594,0
246814,401,600,0
249801,406,517,3
250413,407,515,3
250433,407,535,3
252273,410,533,3
252893,411,539,3
252958,411,604,0
253507,412,539,3
256030,416,606,0
257192,418,540,3
257803,419,537,3
257805,419,539,3
257875,419,609,0
258305,420,425,8
259717,422,609,0
260770,424,434,8
261391,425,441,8
262783,427,605,0
262784,427,606,0
263220,428,428,8
263221,428,429,8
263841,429,435,8
265239,431,605,0
266821,434,345,9
266916,434,440,8
267524,435,434,8
268049,436,345,9
268754,437,436,8
269277,438,345,9
269536,438,604,0
269539,438,607,0
275678,448,606,0
277757,452,229,12
278384,453,242,12
280226,456,242,12
282049,459,223,12
282063,459,237,12
282066,459,240,12
283278,461,224,12
283290,461,236,12
285733,465,223,12
295810,481,476,9
296424,482,476,9
297039,483,477,9
297647,484,471,9
297650,484,474,9
297653,484,477,9
298269,485,479,9
298876,486,472,9
