pixel_index,row,col,class
1149,3,129,3
1193,3,173,3
1828,5,128,3
2138,6,98,0
2479,7,99,0
7625,22,145,3
8305,24,145,3
8652,25,152,3
9288,27,108,0
9633,28,113,0
11701,34,141,3
17039,50,39,0
18392,54,32,0
18840,55,140,3
19403,57,23,0
25294,74,134,0
25528,75,28,1
26538,78,18,1
28903,85,3,1
29956,88,36,1
30275,89,15,1
31315,92,35,1
31640,93,20,1
31704,93,84,1
32030,94,70,1
32095,94,135,3
32105,94,145,0
33340,98,20,1
33456,98,136,3
34750,102,70,1
46065,135,165,0
47441,139,181,3
47787,140,187,3
48450,142,170,0
48453,142,173,0
49472,145,172,0
50025,147,45,7
50336,148,16,0
52391,154,31,7
52409,154,49,7
52441,154,81,1
53092,156,52,7
53163,156,123,4
53490,157,110,4
53504,157,124,4
53830,158,110,4
53838,158,118,4
53841,158,121,4
53844,158,124,4
54095,159,35,7
54171,159,111,4
54522,160,122,4
54861,161,121,4
54923,161,183,0
55204,162,124,4
55799,164,39,7
55900,164,140,4
55943,164,183,0
56230,165,130,4
56237,165,137,4
56477,166,37,7
56564,166,124,4
56574,166,134,4
56966,167,186,0
57206,168,86,1
57248,168,128,4
58266,171,126,4
59638,175,138,8
60303,177,123,4
60367,177,187,0
60545,178,25,7
61690,181,150,4
62366,183,146,4
62713,184,153,4
63048,185,148,4
63721,187,141,4
64074,188,154,8
64325,189,65,7
64665,190,65,7
64752,190,152,8
65074,191,134,4
65411,192,131,4
65749,193,129,4
65816,193,196,0
66690,196,50,7
66835,196,195,0
67025,197,45,7
67070,197,90,1
67074,197,94,1
67791,199,131,8
68131,200,131,8
68482,201,142,4
69483,204,123,8
70180,206,140,4
70181,206,141,4
70192,206,152,4
70525,207,145,4
70874,208,154,4
71204,209,144,4
71214,209,154,4
71454,210,54,7
71883,211,143,4
72220,212,140,4
72557,213,137,4
72973,214,213,3
73174,215,74,7
73573,216,133,4
75287,221,147,4
75616,222,136,8
75631,222,151,4
75986,223,166,4
76202,224,42,7
76293,224,133,8
76311,224,151,4
76362,224,202,0
76544,225,44,7
76562,225,62,7
76662,225,162,4
76996,226,156,4
77337,227,157,4
77350,227,170,8
78686,231,146,4
79369,233,149,4
79371,233,151,4
79716,234,156,4
79983,235,83,7
80384,236,144,4
80465,236,225,3
80689,237,109,1
80719,237,139,4
81773,240,173,4
81775,240,175,4
82085,241,145,8
82452,242,172,4
82708,243,88,7
82792,243,172,4
83177,244,217,0
83478,245,178,8
83480,245,180,8
84199,247,219,0
84717,249,57,7
85167,250,167,4
85371,251,31,3
85828,252,148,4
86114,253,94,7
86173,253,153,4
86867,255,167,8
86932,255,232,3
87074,256,34,3
87190,256,150,4
87734,258,14,3
90182,265,82,7
90324,265,224,0
91902,270,102,7
92337,271,197,5
93688,275,188,5
93699,275,199,5
94286,277,106,7
94692,278,172,5
94703,278,183,5
95374,280,174,5
95651,281,111,7
95708,281,168,5
96725,284,165,5
97449,286,209,5
97641,287,61,0
97982,288,62,0
98130,288,210,5
98456,289,196,5
98853,290,253,3
99119,291,179,5
99831,293,211,5
100152,294,192,5
100165,294,205,5
100276,294,316,3
100312,295,12,2
100649,296,9,2
100653,296,13,2
100839,296,199,5
100992,297,12,2
101138,297,158,6
101169,297,189,5
101222,297,242,0
102012,300,12,2
102494,301,154,6
102840,302,160,6
102983,302,303,3
103199,303,179,5
103572,304,212,5
103711,305,11,2
103905,305,205,5
103947,305,247,0
104055,306,15,2
104863,308,143,6
104899,308,179,5
105558,310,158,6
105583,310,183,5
