pixel_index,row,col,class
87,0,87,14
90,0,90,14
382,2,92,14
447,3,12,2
613,4,33,11
673,4,93,14
748,5,23,2
826,5,101,10
940,6,70,14
951,6,81,14
1103,7,88,14
1104,7,89,14
1206,8,46,11
1207,8,47,11
1237,8,77,14
1251,8,91,14
1336,9,31,9
1465,10,15,2
1494,10,44,11
1498,10,48,11
1535,10,85,14
1620,11,25,4
1631,11,36,11
1826,12,86,14
1913,13,28,9
2045,14,15,2
2080,14,50,15
2224,15,49,15
2338,16,18,2
2356,16,36,11
2368,16,48,15
2374,16,54,11
2434,16,114,10
2492,17,27,14
2495,17,30,14
2512,17,47,15
2515,17,50,15
2582,17,117,10
2588,17,123,13
2640,18,30,14
2650,18,40,11
2678,18,68,11
2922,20,22,1
2929,20,29,14
2947,20,47,15
2951,20,51,11
2963,20,63,11
3073,21,28,14
3088,21,43,15
3091,21,46,15
3093,21,48,15
3114,21,69,11
3208,22,18,1
3222,22,32,14
3237,22,47,15
3238,22,48,15
3239,22,49,15
3240,22,50,15
3377,23,42,15
3378,23,43,15
3379,23,44,15
3382,23,47,15
3529,24,49,15
3536,24,56,11
3681,25,56,11
3797,26,27,14
3803,26,33,14
3820,26,50,15
3825,26,55,11
3964,27,49,15
4312,29,107,13
4535,31,40,1
4547,31,52,1
4579,31,84,9
4606,31,111,13
4813,33,28,1
4870,33,85,9
4938,34,8,3
4946,34,16,2
5027,34,97,13
5078,35,3,3
5082,35,7,3
5087,35,12,3
5162,35,87,9
5322,36,102,13
5336,36,116,13
5348,36,128,7
5356,36,136,7
5376,37,11,3
5483,37,118,13
5525,38,15,3
5647,38,137,7
5703,39,48,1
5736,39,81,9
5816,40,16,3
5831,40,31,1
5959,41,14,3
6076,41,131,7
6077,41,132,7
6152,42,62,1
6172,42,82,9
6251,43,16,3
6252,43,17,3
6254,43,19,3
6255,43,20,3
6282,43,47,1
6314,43,79,9
6394,44,14,3
6397,44,17,3
6400,44,20,3
6425,44,45,1
6497,44,117,10
6519,44,139,7
6660,45,135,7
6682,46,12,3
6724,46,54,1
6794,46,124,7
6801,46,131,7
6803,46,133,7
6806,46,136,7
6809,46,139,7
6822,47,7,3
6828,47,13,3
6907,47,92,9
7088,48,128,7
7121,49,16,3
7125,49,20,3
7188,49,83,9
7227,49,122,7
7320,50,70,1
7362,50,112,10
7423,51,28,5
7478,51,83,9
7484,51,89,9
7523,51,128,7
7553,52,13,11
7715,53,30,5
7823,53,138,7
7988,55,13,11
8075,55,100,1
8097,55,122,7
8138,56,18,11
8142,56,22,11
8404,57,139,7
8505,58,95,1
8532,58,122,7
8546,58,136,7
8569,59,14,2
8572,59,17,2
8741,60,41,10
8785,60,85,9
8867,61,22,8
8868,61,23,8
8936,61,91,9
9012,62,22,8
9013,62,23,8
9045,62,55,10
9157,63,22,8
9158,63,23,8
9170,63,35,5
9196,63,61,10
9302,64,22,8
9303,64,23,8
9306,64,26,5
9307,64,27,5
9320,64,40,1
9384,64,104,1
9433,65,8,2
9447,65,22,8
9448,65,23,8
9469,65,44,1
9508,65,83,9
9522,65,97,0
9592,66,22,8
9593,66,23,8
9666,66,96,0
9668,66,98,0
9737,67,22,8
9738,67,23,8
9812,67,97,0
9871,68,11,2
9882,68,22,8
9883,68,23,8
9899,68,39,1
9910,68,50,10
9959,68,99,0
10027,69,22,8
10028,69,23,8
10033,69,28,5
10034,69,29,5
10094,69,89,9
10096,69,91,9
10104,69,99,0
10105,69,100,0
10106,69,101,0
10154,70,4,2
10172,70,22,8
10173,70,23,8
10242,70,92,9
10246,70,96,0
10247,70,97,0
10248,70,98,0
10323,71,28,5
10391,71,96,0
10392,71,97,0
10393,71,98,0
10394,71,99,0
10396,71,101,0
10535,72,95,0
10539,72,99,0
10541,72,101,0
10548,72,108,6
10549,72,109,6
10550,72,110,6
10587,73,2,4
10594,73,9,4
10602,73,17,4
10693,73,108,6
10694,73,109,6
10696,73,111,6
10742,74,12,4
10791,74,61,10
10830,74,100,0
10838,74,108,6
10839,74,109,6
10840,74,110,6
10841,74,111,6
10983,75,108,6
10986,75,111,6
11130,76,110,6
11131,76,111,6
11172,77,7,4
11179,77,14,4
11274,77,109,6
11275,77,110,6
11330,78,20,4
11331,78,21,4
11418,78,108,6
11419,78,109,6
11420,78,110,6
11421,78,111,6
11426,78,116,4
11503,79,48,10
11507,79,52,10
11538,79,83,1
11571,79,116,4
11612,80,12,4
11754,81,9,4
12050,83,15,4
12197,84,17,4
12333,85,8,4
12375,85,50,10
12477,86,7,4
12481,86,11,4
12623,87,8,4
12693,87,78,1
13517,93,32,10
13680,94,50,10
13963,96,43,10
14415,99,60,5
14417,99,62,5
14446,99,91,5
15115,104,35,10
15154,104,74,5
15286,105,61,5
15304,105,79,5
15433,106,63,5
15448,106,78,5
15574,107,59,5
15848,109,43,10
16018,110,68,5
16280,112,40,10
16302,112,62,5
16332,112,92,5
16572,114,42,10
16992,117,27,12
17010,117,45,12
17081,117,116,13
17144,118,34,12
17199,118,89,13
17279,119,24,12
17282,119,27,12
17289,119,34,12
17300,119,45,12
17354,119,99,13
17434,120,34,12
17441,120,41,12
17445,120,45,12
17581,121,36,12
17711,122,21,12
17719,122,29,12
17728,122,38,12
17858,123,23,12
17866,123,31,12
17871,123,36,12
17881,123,46,12
17920,123,85,13
18015,124,35,12
18021,124,41,12
18035,124,55,4
18086,124,106,13
18293,126,23,2
18299,126,29,2
18377,126,107,13
18587,128,27,2
18735,129,30,2
18751,129,46,2
18871,130,21,2
18881,130,31,2
18970,130,120,13
19159,132,19,2
19181,132,41,2
19263,132,123,13
19384,133,99,13
19395,133,110,13
19660,135,85,13
19965,137,100,13
20111,138,101,13
20331,140,31,9
20480,141,35,9
