pixel_index,row,col,class
50703,82,355,11
56842,92,354,11
80397,130,577,7
81369,132,321,11
81603,132,555,7
82215,133,553,7
86167,140,207,12
90648,147,390,10
91265,148,393,10
94440,153,498,4
95055,154,499,4
96906,157,508,4
98748,160,508,4
106659,173,437,4
109889,178,597,0
114661,186,457,3
120800,196,456,3
120803,196,459,3
123870,201,456,3
134162,218,310,11
135673,220,593,5
137205,223,283,11
137946,224,410,1
148364,241,390,1
152243,247,585,5
152864,248,592,5
154085,250,585,5
155308,252,580,5
157022,255,452,2
172848,281,314,10
173464,282,316,10
174690,284,314,10
184020,299,434,2
184648,300,448,2
185262,301,448,2
198780,323,458,7
200617,326,453,7
205637,334,561,1
206016,335,326,9
206866,336,562,1
211046,343,444,2
212364,345,534,6
213588,347,530,6
215431,350,531,6
215437,350,537,6
216661,352,533,6
218528,355,558,1
218955,356,371,8
225805,367,467,8
231330,376,466,8
231945,377,467,8
240254,391,180,12
243931,397,173,12
244964,398,592,0
244968,398,596,0
253506,412,538,3
253574,412,606,0
262611,427,433,8
264013,429,607,0
266827,434,351,9
271739,442,351,9
279613,455,243,12
282053,459,227,12
295199,480,479,9
297040,483,478,9
