pixel_index,row,col,class
808,2,128,3
1527,4,167,3
3227,9,167,3
7584,22,104,0
7913,23,93,0
8312,24,152,3
8327,24,167,3
8584,25,84,0
8647,25,147,3
8651,25,151,3
9595,28,75,0
9669,28,149,3
11706,34,146,3
15096,44,136,3
16358,48,38,0
18392,54,32,0
18486,54,126,0
19505,57,125,0
20173,59,113,3
24277,71,137,0
24586,72,106,1
25950,76,110,1
28243,83,23,1
28324,83,104,1
29068,85,168,3
29294,86,54,3
31299,92,19,1
31424,92,144,0
31650,93,30,1
32655,96,15,1
33377,98,57,1
33738,99,78,1
35043,103,23,1
38120,112,40,1
39157,115,57,1
39860,117,80,3
42185,124,25,1
45575,134,15,1
48284,142,4,1
48463,142,183,3
48960,144,0,1
50112,147,132,4
50447,148,127,4
50733,149,73,1
50788,149,128,4
50791,149,131,4
51469,151,129,4
51528,151,188,3
51806,152,126,4
53166,156,126,4
53413,157,33,7
53768,158,48,7
53834,158,114,4
53844,158,124,4
54178,159,118,4
54527,160,127,4
54865,161,125,4
54939,161,199,3
55113,162,33,7
55190,162,110,4
56212,165,112,8
56213,165,113,8
56236,165,136,4
56581,166,141,4
56919,167,139,4
57466,169,6,0
57514,169,54,7
57596,169,136,4
57858,170,58,7
57931,170,131,4
58271,171,131,4
58518,172,38,7
58540,172,60,7
58612,172,132,4
58708,172,228,3
59968,176,128,4
60183,177,3,0
60298,177,118,4
61263,180,63,7
61333,180,133,4
62713,184,153,4
63385,186,145,4
63387,186,147,4
64074,188,154,8
64751,190,151,8
65411,192,131,4
65413,192,133,4
66027,194,67,7
66439,195,139,4
67461,198,141,4
67702,199,42,7
67783,199,123,4
68038,200,38,7
68131,200,131,8
68139,200,139,4
68356,201,16,0
68471,201,131,8
69460,204,100,1
69519,204,159,4
69770,205,70,7
70198,206,158,4
70251,206,211,3
71213,209,153,4
71456,210,56,7
71891,211,151,4
72154,212,74,7
72559,213,139,4
72622,213,202,0
72893,214,133,4
72913,214,153,8
73232,215,132,4
74196,218,76,7
74219,218,99,1
74252,218,132,4
74662,219,202,0
74896,220,96,1
74950,220,150,4
75521,222,41,7
75980,223,160,4
76996,226,156,4
77905,229,45,7
78010,229,150,4
79027,232,147,4
79030,232,150,4
79042,232,162,8
79376,233,156,4
79705,234,145,4
79949,235,49,7
80047,235,147,4
80723,237,143,4
81096,238,176,4
81773,240,173,4
81774,240,174,4
82447,242,167,4
82786,243,166,4
82787,243,167,4
83988,247,8,3
84145,247,165,4
84493,248,173,8
85166,250,166,4
85829,252,149,4
86176,253,156,4
86239,253,219,0
88280,259,220,0
88496,260,96,7
88964,261,224,0
89305,262,225,0
89502,263,82,7
90183,265,83,7
90326,265,226,0
90666,266,226,0
91319,268,199,5
92029,270,229,0
93570,275,70,7
94712,278,192,5
95035,279,175,5
95651,281,111,7
95733,281,193,5
96728,284,168,5
96756,284,196,5
97079,285,179,5
97787,287,207,5
98101,288,181,5
98431,289,171,5
98432,289,172,5
98472,289,212,5
98770,290,170,5
99038,291,98,7
99362,292,82,7
99473,292,193,5
101172,297,192,5
101845,299,185,5
102015,300,15,2
102158,300,158,6
102180,300,180,5
102192,300,192,5
102216,300,216,5
102248,300,248,0
102500,301,160,6
102871,302,191,5
102894,302,214,5
103033,303,13,2
103136,303,116,3
103180,303,160,6
