pixel_index,row,col,class
30276,118,68,13
30536,119,72,13
30794,120,74,13
30795,120,75,13
43841,171,65,13
44374,173,86,13
44629,174,85,13
44886,175,86,13
45421,177,109,13
45679,178,111,13
46169,180,89,13
46438,181,102,13
46707,182,115,13
46968,183,120,13
47224,184,120,13
47737,186,121,13
73692,287,220,11
74206,289,222,11
74207,289,223,11
74462,290,222,11
74701,291,205,11
75211,293,203,11
75230,293,222,11
75233,293,225,11
75469,294,205,11
75487,294,223,11
76256,297,224,11
76754,299,210,11
77266,301,210,11
77268,301,212,11
79864,311,248,11
79867,311,251,11
81902,319,238,11
82411,321,235,11
86522,337,250,11
87033,339,249,11
95463,372,231,12
95722,373,234,12
95971,374,227,12
95977,374,233,12
96228,375,228,12
96231,375,231,12
96232,375,232,12
96486,376,230,12
96499,376,243,12
96502,376,246,12
96505,376,249,12
96744,377,232,12
96748,377,236,12
96756,377,244,12
96759,377,247,12
96996,378,228,12
97001,378,233,12
97765,381,229,12
99567,388,239,12
101353,395,233,12
114927,448,239,10
115185,449,241,10
115251,450,51,10
115504,451,48,10
115953,452,241,10
116213,453,245,10
116267,454,43,10
116978,456,242,10
117234,457,242,10
118072,461,56,10
118073,461,57,10
119030,464,246,10
119171,465,131,9
119537,466,241,10
119934,468,126,9
119938,468,130,9
120049,468,241,10
120188,469,124,9
120190,469,126,9
120195,469,131,9
120448,470,128,9
120564,470,244,10
121070,472,238,10
121071,472,239,10
121329,473,241,10
121331,473,243,10
122095,476,239,10
122921,480,41,8
123433,482,41,8
123690,483,42,8
124454,486,38,8
126173,492,221,9
126176,492,224,9
126432,493,224,9
127012,496,36,8
127196,496,220,9
127266,497,34,8
127456,497,224,9
127524,498,36,8
127707,498,219,9
127710,498,222,9
127970,499,226,9
128220,500,220,9
128481,501,225,9
128737,502,225,9
128987,503,219,9
129248,504,224,9
131726,514,142,8
134049,523,161,8
134227,524,83,6
134308,524,164,8
134485,525,85,6
134738,526,82,6
135247,528,79,6
135253,528,85,6
135326,528,158,8
135333,528,165,8
135759,530,79,6
136100,531,164,8
136277,532,85,6
136610,533,162,8
137126,535,166,8
142283,555,203,8
142388,556,52,6
142389,556,53,6
142392,556,56,6
142642,557,50,6
142653,557,61,6
142794,557,202,8
142901,558,53,6
143046,558,198,8
143051,558,203,8
143160,559,56,6
143419,560,59,6
143928,562,56,6
144181,563,53,6
144569,564,185,8
155702,608,54,0
156473,611,57,0
156726,612,54,0
156730,612,58,0
157240,614,56,0
157241,614,57,0
157830,616,134,1
158089,617,137,1
158090,617,138,1
159128,621,152,13
159130,621,154,13
159375,622,143,13
159378,622,146,13
162937,636,121,1
162939,636,123,1
163447,638,119,1
163448,638,120,1
163702,639,118,1
164468,642,116,1
164724,643,116,1
164821,643,213,1
164981,644,117,1
165236,645,116,1
165331,645,211,1
165333,645,213,1
165591,646,215,1
165845,647,213,1
166321,649,177,6
166361,649,217,1
166576,650,176,6
166617,650,217,1
166873,651,217,1
167344,653,176,6
170868,667,116,0
172406,673,118,0
176978,691,82,4
177244,692,92,4
183965,718,157,0
184219,719,155,0
185494,724,150,0
186252,727,140,4
187280,731,144,4
187527,732,135,4
187793,733,145,4
188039,734,135,4
188058,734,154,4
193884,757,92,0
193885,757,93,0
194141,758,93,0
195266,762,194,4
195299,762,227,7
195556,763,228,7
195811,764,227,7
198422,775,22,0
199190,778,22,0
199957,781,21,0
201188,785,228,5
201189,785,229,5
201190,785,230,5
201198,785,238,5
201713,787,241,5
201956,788,228,5
210870,823,182,4
211901,827,189,4
213099,832,107,4
213355,833,107,4
215150,840,110,4
219230,856,94,0
220254,860,94,0
222679,869,215,2
223193,871,217,2
223704,873,216,2
224211,875,211,2
225975,882,183,2
225977,882,185,2
226115,883,67,3
226116,883,68,3
226120,883,72,3
226171,883,123,4
226172,883,124,4
226372,884,68,3
226377,884,73,3
226631,885,71,3
226683,885,123,4
226693,885,133,4
227399,888,71,3
227463,888,135,4
227975,890,135,4
230307,899,163,7
230564,900,164,7
230824,901,168,7
231080,902,168,7
231336,903,168,7
232637,908,189,7
233148,910,188,7
233403,911,187,7
234172,914,188,7
234305,915,65,5
235330,919,66,5
236098,922,66,5
236101,922,69,5
237680,928,112,3
238149,930,69,7
238398,931,62,7
238660,932,68,7
238666,932,74,7
238701,932,109,3
238913,933,65,7
238956,933,108,3
239169,934,65,7
239174,934,70,7
239178,934,74,7
239212,934,108,3
239551,935,191,5
239725,936,109,3
239955,937,83,5
241002,941,106,3
241003,941,107,3
245175,957,183,3
245689,959,185,3
251584,982,192,3
253122,988,194,3
253633,990,193,3
253892,991,196,3
257863,1007,71,2
260432,1017,80,2
261198,1020,78,2
265286,1036,70,0
265355,1036,139,2
265610,1037,138,2
265612,1037,140,2
273115,1066,219,2
273124,1066,228,2
273376,1067,224,2
273895,1069,231,2
274147,1070,227,2
274149,1070,229,2
274916,1073,228,2
275106,1074,162,5
275362,1075,162,5
275426,1075,226,2
275873,1077,161,5
275878,1077,166,5
277682,1084,178,5
278708,1088,180,5
279224,1090,184,5
279735,1092,183,5
